timestamp,vehicleCount,queueLengthVeh,queueLengthMEst,densityIndex
2026-08-15 17:19:20,8.962498992681503,11.670740365982056,21.858408737182614,0.1530886653697852
2026-08-15 17:19:25,7.167208969593048,10.745348358154297,23.10883625745773,0.14438578125202295
2026-08-15 17:19:30,7.321770399808884,11.28034691810608,21.512360751628872,0.1507471366362138
2026-08-15 17:19:35,7.399611413478851,11.612998056411744,18.625192046165466,0.1406096283233527
2026-08-15 17:19:40,7.160227179527283,11.278692674636842,24.844850373268127,0.14925779537721112
2026-08-15 17:19:45,6.879324227571487,10.860586643218994,22.2827752828598,0.15811882055166995
2026-08-15 17:19:50,8.35342925786972,9.938776993751526,21.078305476903914,0.14891150232517358
2026-08-15 17:19:55,10.089563190937042,11.292051792144775,22.543514227867124,0.13235576586289838
2026-08-15 17:20:00,7.461050033569336,12.14411735534668,18.97603158354759,0.15778092182043826
2026-08-15 17:20:05,7.289679646492004,11.119224405288696,19.25899773836136,0.14077257748806116
2026-08-15 17:20:10,7.503009855747223,11.64581356048584,20.01044237613678,0.1328076882795854
2026-08-15 17:20:15,5.970747590065002,12.19321894645691,20.25868978500366,0.14112628138426578
