dbid,recorded,ct,link_plan,married,ss,tsc,lane,ds1,mf1,rf1,ds2,mf2,rf2,ds3,mf3,rf3,ds4,mf4,rf4
4978630497,2026-08-13T22:46:00+07:00,60,2,Y,2662,1,SA-259,0,0,0,0,0,0,,,,,,
4978632689,2026-08-13T22:48:00+07:00,60,2,Y,2662,1,SA-259,0,0,0,0,0,0,,,,,,
4978632689,2026-08-13T22:48:00+07:00,60,2,Y,2662,1,SA-258,0,0,0,0,0,0,12,2,2,,,
4978631559,2026-08-13T22:47:00+07:00,60,2,Y,2662,1,SA-258,0,0,0,0,0,0,0,0,0,,,
4978630497,2026-08-13T22:46:00+07:00,60,2,Y,2662,1,SA-258,0,0,0,12,2,2,0,0,0,,,
4978631559,2026-08-13T22:47:00+07:00,60,2,Y,2662,1,SA-259,0,0,0,0,0,0,,,,,,
4978630318,2026-08-13T22:46:00+07:00,75,2,Y,2663,2,SA-260,0,0,0,21,2,3,0,0,0,75,2,9
4978628966,2026-08-13T22:45:00+07:00,75,2,Y,2663,2,SA-260,12,2,2,12,2,1,0,0,0,0,0,0
4978628966,2026-08-13T22:45:00+07:00,75,2,Y,2663,2,SA-261,11,2,1,14,2,2,0,0,0,0,0,0
4978627640,2026-08-13T22:43:00+07:00,75,2,Y,2663,2,SA-260,23,3,3,23,3,3,0,0,0,0,0,0
4978631690,2026-08-13T22:47:00+07:00,75,2,Y,2663,2,SA-261,11,2,1,66,3,8,34,5,5,0,0,0
4978630318,2026-08-13T22:46:00+07:00,75,2,Y,2663,2,SA-261,24,2,3,0,0,0,13,2,2,0,0,0
4978627640,2026-08-13T22:43:00+07:00,75,2,Y,2663,2,SA-261,0,0,0,54,2,7,0,0,0,0,0,0
4978631690,2026-08-13T22:47:00+07:00,75,2,Y,2663,2,SA-260,0,0,0,21,3,3,13,2,2,0,0,0
4978631723,2026-08-13T22:47:00+07:00,75,2,Y,2664,3,SA-213,0,0,0,18,4,3,0,0,0,0,0,0
4978631723,2026-08-13T22:47:00+07:00,75,2,Y,2664,3,SA-214,0,0,0,0,0,0,,,,,,
4978628977,2026-08-13T22:45:00+07:00,75,2,Y,2664,3,SA-213,0,0,0,9,2,1,15,3,3,0,0,0
4978628977,2026-08-13T22:45:00+07:00,75,2,Y,2664,3,SA-214,0,0,0,0,0,0,,,,,,
4978630364,2026-08-13T22:46:00+07:00,75,2,Y,2664,3,SA-214,0,0,0,0,0,0,,,,,,
4978627677,2026-08-13T22:43:00+07:00,75,2,Y,2664,3,SA-213,0,0,0,16,3,2,9,2,2,8,2,1
4978627677,2026-08-13T22:43:00+07:00,75,2,Y,2664,3,SA-214,0,0,0,0,0,0,,,,,,
4978630364,2026-08-13T22:46:00+07:00,75,2,Y,2664,3,SA-213,0,0,0,8,2,1,9,2,2,0,0,0
4978631693,2026-08-13T22:47:00+07:00,75,2,N,2665,4,SA-215,0,0,0,11,2,2,10,2,2,0,0,0
4978631693,2026-08-13T22:47:00+07:00,75,2,N,2665,4,SA-216,0,0,0,12,2,1,0,0,0,0,0,0
4978629018,2026-08-13T22:45:00+07:00,75,2,N,2665,4,SA-215,55,2,7,10,2,1,16,3,3,0,0,0
4978627669,2026-08-13T22:43:00+07:00,75,2,N,2665,4,SA-215,40,2,5,35,6,5,25,5,4,0,0,0
4978630330,2026-08-13T22:46:00+07:00,75,2,N,2665,4,SA-216,0,0,0,11,2,1,84,2,10,0,0,0
4978630330,2026-08-13T22:46:00+07:00,75,2,N,2665,4,SA-215,23,2,3,10,2,1,10,2,2,0,0,0
4978627669,2026-08-13T22:43:00+07:00,75,2,N,2665,4,SA-216,0,0,0,15,2,2,0,0,0,0,0,0
4978629018,2026-08-13T22:45:00+07:00,75,2,N,2665,4,SA-216,0,0,0,0,0,0,0,0,0,0,0,0
4978631700,2026-08-13T22:47:00+07:00,75,2,Y,2666,5,SA-217,0,0,0,9,2,2,9,2,1,0,0,0
4978627655,2026-08-13T22:43:00+07:00,75,2,Y,2666,5,SA-217,9,2,1,21,4,3,20,4,3,0,0,0
4978630337,2026-08-13T22:46:00+07:00,75,2,Y,2666,5,SA-217,0,0,0,14,3,2,9,2,1,0,0,0
4978629019,2026-08-13T22:45:00+07:00,75,2,Y,2666,5,SA-217,0,0,0,14,3,2,15,3,2,0,0,0
4978628985,2026-08-13T22:45:00+07:00,75,2,Y,2667,6,SA-219,0,0,0,0,0,0,0,0,0,0,0,0
4978628985,2026-08-13T22:45:00+07:00,75,2,Y,2667,6,SA-220,0,0,0,19,3,3,17,3,3,0,0,0
4978627644,2026-08-13T22:43:00+07:00,75,2,Y,2667,6,SA-219,0,0,0,0,0,0,0,0,0,0,0,0
4978627644,2026-08-13T22:43:00+07:00,75,2,Y,2667,6,SA-220,11,2,1,25,3,4,18,3,3,0,0,0
4978630338,2026-08-13T22:46:00+07:00,75,2,Y,2667,6,SA-219,0,0,0,0,0,0,0,0,0,0,0,0
4978631701,2026-08-13T22:47:00+07:00,75,2,Y,2667,6,SA-220,0,0,0,11,2,2,9,2,1,0,0,0
4978630338,2026-08-13T22:46:00+07:00,75,2,Y,2667,6,SA-220,0,0,0,17,3,2,13,2,2,0,0,0
4978631701,2026-08-13T22:47:00+07:00,75,2,Y,2667,6,SA-219,0,0,0,43,3,4,0,0,0,0,0,0
4978631708,2026-08-13T22:47:00+07:00,75,2,Y,2668,7,SA-222,43,2,4,22,3,3,0,0,0,0,0,0
4978630344,2026-08-13T22:46:00+07:00,75,2,Y,2668,7,SA-218,19,2,1,,,,,,,,,
4978628981,2026-08-13T22:45:00+07:00,75,2,Y,2668,7,SA-221,0,0,0,0,0,0,,,,,,
4978628981,2026-08-13T22:45:00+07:00,75,2,Y,2668,7,SA-222,0,0,0,27,4,4,0,0,0,12,2,1
4978627647,2026-08-13T22:43:00+07:00,75,2,Y,2668,7,SA-221,0,0,0,0,0,0,,,,,,
4978627647,2026-08-13T22:43:00+07:00,75,2,Y,2668,7,SA-223,0,0,0,,,,,,,,,
4978630344,2026-08-13T22:46:00+07:00,75,2,Y,2668,7,SA-221,0,0,0,0,0,0,,,,,,
4978630344,2026-08-13T22:46:00+07:00,75,2,Y,2668,7,SA-222,0,0,0,0,0,0,10,2,1,0,0,0
4978630344,2026-08-13T22:46:00+07:00,75,2,Y,2668,7,SA-223,0,0,0,,,,,,,,,
4978627647,2026-08-13T22:43:00+07:00,75,2,Y,2668,7,SA-218,33,2,2,,,,,,,,,
4978627647,2026-08-13T22:43:00+07:00,75,2,Y,2668,7,SA-222,0,0,0,8,2,2,14,3,3,0,0,0
4978628981,2026-08-13T22:45:00+07:00,75,2,Y,2668,7,SA-218,32,2,2,,,,,,,,,
4978628981,2026-08-13T22:45:00+07:00,75,2,Y,2668,7,SA-223,14,2,2,,,,,,,,,
4978631708,2026-08-13T22:47:00+07:00,75,2,Y,2668,7,SA-218,0,0,0,,,,,,,,,
4978631708,2026-08-13T22:47:00+07:00,75,2,Y,2668,7,SA-221,69,2,4,0,0,0,,,,,,
4978631708,2026-08-13T22:47:00+07:00,75,2,Y,2668,7,SA-223,0,0,0,,,,,,,,,
4978631682,2026-08-13T22:47:00+07:00,75,2,Y,2669,8,SA-262,,,,15,2,2,0,0,0,0,0,0
4978630332,2026-08-13T22:46:00+07:00,75,2,Y,2669,8,SA-262,,,,14,2,1,0,0,0,0,0,0
4978630332,2026-08-13T22:46:00+07:00,75,2,Y,2669,8,SA-265,50,2,3,,,,,,,,,
4978627630,2026-08-13T22:43:00+07:00,75,2,Y,2669,8,SA-262,,,,32,3,3,0,0,0,0,0,0
4978627630,2026-08-13T22:43:00+07:00,75,2,Y,2669,8,SA-264,0,0,0,,,,,,,,,
4978628969,2026-08-13T22:45:00+07:00,75,2,Y,2669,8,SA-264,0,0,0,,,,,,,,,
4978628969,2026-08-13T22:45:00+07:00,75,2,Y,2669,8,SA-265,44,2,2,,,,,,,,,
4978627630,2026-08-13T22:43:00+07:00,75,2,Y,2669,8,SA-263,0,0,0,0,0,0,,,,,,
4978630332,2026-08-13T22:46:00+07:00,75,2,Y,2669,8,SA-264,0,0,0,,,,,,,,,
4978631682,2026-08-13T22:47:00+07:00,75,2,Y,2669,8,SA-264,0,0,0,,,,,,,,,
4978631682,2026-08-13T22:47:00+07:00,75,2,Y,2669,8,SA-265,72,3,4,,,,,,,,,
4978630332,2026-08-13T22:46:00+07:00,75,2,Y,2669,8,SA-263,65,2,5,0,0,0,,,,,,
4978630332,2026-08-13T22:46:00+07:00,75,2,Y,2669,8,SA-268,10,2,2,,,,,,,,,
4978627630,2026-08-13T22:43:00+07:00,75,2,Y,2669,8,SA-265,0,0,0,,,,,,,,,
4978627630,2026-08-13T22:43:00+07:00,75,2,Y,2669,8,SA-268,0,0,0,,,,,,,,,
4978628969,2026-08-13T22:45:00+07:00,75,2,Y,2669,8,SA-262,,,,0,0,0,0,0,0,0,0,0
4978628969,2026-08-13T22:45:00+07:00,75,2,Y,2669,8,SA-263,0,0,0,25,2,2,,,,,,
4978628969,2026-08-13T22:45:00+07:00,75,2,Y,2669,8,SA-268,10,2,2,,,,,,,,,
4978631682,2026-08-13T22:47:00+07:00,75,2,Y,2669,8,SA-263,51,3,4,0,0,0,,,,,,
4978631682,2026-08-13T22:47:00+07:00,75,2,Y,2669,8,SA-268,17,3,3,,,,,,,,,
4978631231,2026-08-13T22:47:00+07:00,60,2,N,2670,9,SA-266,0,0,0,,,,,,,,,
4978629008,2026-08-13T22:45:00+07:00,60,2,N,2670,9,SA-266,0,0,0,,,,,,,,,
4978629008,2026-08-13T22:45:00+07:00,60,2,N,2670,9,SA-267,0,0,0,,,,,,,,,
4978627963,2026-08-13T22:44:00+07:00,60,2,N,2670,9,SA-266,0,0,0,,,,,,,,,
4978627963,2026-08-13T22:44:00+07:00,60,2,N,2670,9,SA-267,0,0,0,,,,,,,,,
4978630105,2026-08-13T22:46:00+07:00,60,2,N,2670,9,SA-267,54,3,4,,,,,,,,,
4978632326,2026-08-13T22:48:00+07:00,60,2,N,2670,9,SA-267,0,0,0,,,,,,,,,
4978630105,2026-08-13T22:46:00+07:00,60,2,N,2670,9,SA-266,0,0,0,,,,,,,,,
4978632326,2026-08-13T22:48:00+07:00,60,2,N,2670,9,SA-266,0,0,0,,,,,,,,,
4978631231,2026-08-13T22:47:00+07:00,60,2,N,2670,9,SA-267,0,0,0,,,,,,,,,
4978631694,2026-08-13T22:47:00+07:00,75,2,Y,2671,10,SA-270,21,2,1,0,0,0,,,,,,
4978629009,2026-08-13T22:45:00+07:00,75,2,Y,2671,10,SA-269,0,0,0,0,0,0,,,,,,
4978629009,2026-08-13T22:45:00+07:00,75,2,Y,2671,10,SA-271,0,0,0,0,0,0,0,0,0,17,2,2
4978630331,2026-08-13T22:46:00+07:00,75,2,Y,2671,10,SA-269,0,0,0,27,2,1,,,,,,
4978630331,2026-08-13T22:46:00+07:00,75,2,Y,2671,10,SA-271,0,0,0,0,0,0,13,2,1,0,0,0
4978627663,2026-08-13T22:43:00+07:00,75,2,Y,2671,10,SA-269,0,0,0,0,0,0,,,,,,
4978627663,2026-08-13T22:43:00+07:00,75,2,Y,2671,10,SA-270,0,0,0,0,0,0,,,,,,
4978627663,2026-08-13T22:43:00+07:00,75,2,Y,2671,10,SA-271,0,0,0,18,2,2,0,0,0,14,2,1
4978631694,2026-08-13T22:47:00+07:00,75,2,Y,2671,10,SA-271,0,0,0,0,0,0,0,0,0,14,2,1
4978630331,2026-08-13T22:46:00+07:00,75,2,Y,2671,10,SA-270,0,0,0,0,0,0,,,,,,
4978629009,2026-08-13T22:45:00+07:00,75,2,Y,2671,10,SA-270,0,0,0,0,0,0,,,,,,
4978631694,2026-08-13T22:47:00+07:00,75,2,Y,2671,10,SA-269,0,0,0,21,2,1,,,,,,
4978631703,2026-08-13T22:47:00+07:00,77,2,Y,2672,11,SA-272,0,0,0,0,0,0,,,,,,
4978631703,2026-08-13T22:47:00+07:00,77,2,Y,2672,11,SA-273,14,2,2,19,3,2,0,0,0,80,2,10
4978631703,2026-08-13T22:47:00+07:00,77,2,Y,2672,11,SA-275,0,0,0,,,,,,,,,
4978630340,2026-08-13T22:46:00+07:00,74,2,Y,2672,11,SA-274,0,0,0,,,,,,,,,
4978630340,2026-08-13T22:46:00+07:00,74,2,Y,2672,11,SA-275,0,0,0,,,,,,,,,
4978627645,2026-08-13T22:43:00+07:00,74,2,Y,2672,11,SA-275,0,0,0,,,,,,,,,
4978629013,2026-08-13T22:45:00+07:00,74,2,Y,2672,11,SA-274,0,0,0,,,,,,,,,
4978627645,2026-08-13T22:43:00+07:00,74,2,Y,2672,11,SA-272,0,0,0,0,0,0,,,,,,
4978627645,2026-08-13T22:43:00+07:00,74,2,Y,2672,11,SA-273,0,0,0,0,0,0,0,0,0,0,0,0
4978627645,2026-08-13T22:43:00+07:00,74,2,Y,2672,11,SA-274,13,2,1,,,,,,,,,
4978630340,2026-08-13T22:46:00+07:00,74,2,Y,2672,11,SA-272,0,0,0,0,0,0,,,,,,
4978630340,2026-08-13T22:46:00+07:00,74,2,Y,2672,11,SA-273,0,0,0,0,0,0,0,0,0,0,0,0
4978629013,2026-08-13T22:45:00+07:00,74,2,Y,2672,11,SA-272,0,0,0,0,0,0,,,,,,
4978629013,2026-08-13T22:45:00+07:00,74,2,Y,2672,11,SA-273,0,0,0,0,0,0,0,0,0,0,0,0
4978629013,2026-08-13T22:45:00+07:00,74,2,Y,2672,11,SA-275,0,0,0,,,,,,,,,
4978631703,2026-08-13T22:47:00+07:00,77,2,Y,2672,11,SA-274,12,2,1,,,,,,,,,
4978631709,2026-08-13T22:47:00+07:00,75,2,Y,2673,12,SA-276,0,0,0,55,2,5,,,,,,
4978631709,2026-08-13T22:47:00+07:00,75,2,Y,2673,12,SA-279,0,0,0,0,0,0,15,2,2,,,
4978628984,2026-08-13T22:45:00+07:00,75,2,Y,2673,12,SA-276,49,2,4,0,0,0,,,,,,
4978628984,2026-08-13T22:45:00+07:00,75,2,Y,2673,12,SA-277,0,0,0,0,0,0,,,,,,
4978628984,2026-08-13T22:45:00+07:00,75,2,Y,2673,12,SA-279,0,0,0,0,0,0,0,0,0,,,
4978627651,2026-08-13T22:43:00+07:00,75,2,Y,2673,12,SA-277,0,0,0,0,0,0,,,,,,
4978627651,2026-08-13T22:43:00+07:00,75,2,Y,2673,12,SA-278,0,0,0,,,,,,,,,
4978630346,2026-08-13T22:46:00+07:00,75,2,Y,2673,12,SA-276,0,0,0,0,0,0,,,,,,
4978630346,2026-08-13T22:46:00+07:00,75,2,Y,2673,12,SA-278,14,2,2,,,,,,,,,
4978631709,2026-08-13T22:47:00+07:00,75,2,Y,2673,12,SA-277,0,0,0,0,0,0,,,,,,
4978631709,2026-08-13T22:47:00+07:00,75,2,Y,2673,12,SA-278,0,0,0,,,,,,,,,
4978630346,2026-08-13T22:46:00+07:00,75,2,Y,2673,12,SA-277,0,0,0,0,0,0,,,,,,
4978630346,2026-08-13T22:46:00+07:00,75,2,Y,2673,12,SA-279,0,0,0,0,0,0,0,0,0,,,
4978627651,2026-08-13T22:43:00+07:00,75,2,Y,2673,12,SA-276,0,0,0,0,0,0,,,,,,
4978627651,2026-08-13T22:43:00+07:00,75,2,Y,2673,12,SA-279,0,0,0,0,0,0,0,0,0,,,
4978628984,2026-08-13T22:45:00+07:00,75,2,Y,2673,12,SA-278,0,0,0,,,,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-231,0,0,0,,,,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-232,0,0,0,,,,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-227,0,0,0,,,,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-231,0,0,0,,,,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-232,0,0,0,,,,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-224,0,0,0,0,0,0,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-227,0,0,0,,,,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-229,0,0,0,,,,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-232,0,0,0,,,,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-224,0,0,0,0,0,0,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-227,0,0,0,,,,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-229,0,0,0,,,,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-229,0,0,0,,,,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-224,0,0,0,0,0,0,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-225,0,0,0,,,,,,,,,
4978630710,2026-08-13T22:46:00+07:00,90,2,N,2674,13,SA-240,0,0,0,,,,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-225,0,0,0,,,,,,,,,
4978629069,2026-08-13T22:45:00+07:00,90,2,N,2674,13,SA-240,0,0,0,,,,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-225,0,0,0,,,,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-231,0,0,0,,,,,,,,,
4978632381,2026-08-13T22:48:00+07:00,90,2,N,2674,13,SA-240,0,0,0,,,,,,,,,
4978631685,2026-08-13T22:47:00+07:00,75,0,Y,2675,14,SA-280,0,0,0,16,2,2,0,0,0,,,
4978630360,2026-08-13T22:46:00+07:00,75,0,Y,2675,14,SA-280,0,0,0,12,2,1,0,0,0,,,
4978627636,2026-08-13T22:43:00+07:00,75,0,Y,2675,14,SA-280,0,0,0,0,0,0,18,2,2,,,
4978628975,2026-08-13T22:45:00+07:00,75,0,Y,2675,14,SA-280,0,0,0,0,0,0,0,0,0,,,
4978630359,2026-08-13T22:46:00+07:00,75,2,Y,2676,16,SA-282,0,0,0,,,,,,,,,
4978629000,2026-08-13T22:45:00+07:00,75,2,Y,2676,16,SA-283,0,0,0,14,2,2,14,2,2,,,
4978627665,2026-08-13T22:43:00+07:00,75,2,Y,2676,16,SA-282,0,0,0,,,,,,,,,
4978627665,2026-08-13T22:43:00+07:00,75,2,Y,2676,16,SA-285,0,0,0,,,,,,,,,
4978630359,2026-08-13T22:46:00+07:00,75,2,Y,2676,16,SA-283,0,0,0,0,0,0,0,0,0,,,
4978630359,2026-08-13T22:46:00+07:00,75,2,Y,2676,16,SA-285,0,0,0,,,,,,,,,
4978631695,2026-08-13T22:47:00+07:00,75,2,Y,2676,16,SA-282,0,0,0,,,,,,,,,
4978631695,2026-08-13T22:47:00+07:00,75,2,Y,2676,16,SA-285,0,0,0,,,,,,,,,
4978627665,2026-08-13T22:43:00+07:00,75,2,Y,2676,16,SA-283,0,0,0,14,2,2,14,2,2,,,
4978629000,2026-08-13T22:45:00+07:00,75,2,Y,2676,16,SA-282,0,0,0,,,,,,,,,
4978629000,2026-08-13T22:45:00+07:00,75,2,Y,2676,16,SA-285,0,0,0,,,,,,,,,
4978631695,2026-08-13T22:47:00+07:00,75,2,Y,2676,16,SA-283,0,0,0,0,0,0,13,2,2,,,
4978631704,2026-08-13T22:47:00+07:00,77,2,Y,2677,17,SA-287,0,0,0,,,,,,,,,
4978628982,2026-08-13T22:45:00+07:00,74,2,Y,2677,17,SA-286,0,0,0,12,2,1,,,,,,
4978628982,2026-08-13T22:45:00+07:00,74,2,Y,2677,17,SA-287,0,0,0,,,,,,,,,
4978628982,2026-08-13T22:45:00+07:00,74,2,Y,2677,17,SA-289,,,,14,3,2,0,0,0,0,0,0
4978630341,2026-08-13T22:46:00+07:00,75,2,Y,2677,17,SA-286,0,0,0,0,0,0,,,,,,
4978627646,2026-08-13T22:43:00+07:00,73,2,Y,2677,17,SA-287,0,0,0,,,,,,,,,
4978627646,2026-08-13T22:43:00+07:00,73,2,Y,2677,17,SA-288,0,0,0,,,,,,,,,
4978627646,2026-08-13T22:43:00+07:00,73,2,Y,2677,17,SA-286,18,3,1,0,0,0,,,,,,
4978630341,2026-08-13T22:46:00+07:00,75,2,Y,2677,17,SA-287,0,0,0,,,,,,,,,
4978630341,2026-08-13T22:46:00+07:00,75,2,Y,2677,17,SA-288,0,0,0,,,,,,,,,
4978630341,2026-08-13T22:46:00+07:00,75,2,Y,2677,17,SA-289,,,,11,2,1,0,0,0,0,0,0
4978627646,2026-08-13T22:43:00+07:00,73,2,Y,2677,17,SA-289,,,,0,0,0,0,0,0,0,0,0
4978628982,2026-08-13T22:45:00+07:00,74,2,Y,2677,17,SA-288,0,0,0,,,,,,,,,
4978631704,2026-08-13T22:47:00+07:00,77,2,Y,2677,17,SA-286,0,0,0,18,3,2,,,,,,
4978631704,2026-08-13T22:47:00+07:00,77,2,Y,2677,17,SA-288,0,0,0,,,,,,,,,
4978631704,2026-08-13T22:47:00+07:00,77,2,Y,2677,17,SA-289,,,,27,4,3,0,0,0,0,0,0
4978631710,2026-08-13T22:47:00+07:00,75,2,Y,2678,18,SA-290,0,0,0,,,,,,,,,
4978631710,2026-08-13T22:47:00+07:00,75,2,Y,2678,18,SA-293,35,6,4,0,0,0,,,,,,
4978628987,2026-08-13T22:45:00+07:00,72,2,Y,2678,18,SA-290,0,0,0,,,,,,,,,
4978628987,2026-08-13T22:45:00+07:00,72,2,Y,2678,18,SA-291,,,,,,,,,,,,
4978628987,2026-08-13T22:45:00+07:00,72,2,Y,2678,18,SA-292,0,0,0,23,2,2,0,0,0,,,
4978628987,2026-08-13T22:45:00+07:00,72,2,Y,2678,18,SA-294,0,0,0,0,0,0,,,,,,
4978630347,2026-08-13T22:46:00+07:00,75,2,Y,2678,18,SA-292,0,0,0,0,0,0,0,0,0,,,
4978630347,2026-08-13T22:46:00+07:00,75,2,Y,2678,18,SA-293,0,0,0,10,2,1,,,,,,
4978627653,2026-08-13T22:43:00+07:00,75,2,Y,2678,18,SA-291,,,,,,,,,,,,
4978627653,2026-08-13T22:43:00+07:00,75,2,Y,2678,18,SA-293,0,0,0,0,0,0,,,,,,
4978627653,2026-08-13T22:43:00+07:00,75,2,Y,2678,18,SA-292,0,0,0,0,0,0,0,0,0,,,
4978627653,2026-08-13T22:43:00+07:00,75,2,Y,2678,18,SA-294,0,0,0,0,0,0,,,,,,
4978630347,2026-08-13T22:46:00+07:00,75,2,Y,2678,18,SA-291,,,,,,,,,,,,
4978631710,2026-08-13T22:47:00+07:00,75,2,Y,2678,18,SA-294,0,0,0,0,0,0,,,,,,
4978630347,2026-08-13T22:46:00+07:00,75,2,Y,2678,18,SA-290,0,0,0,,,,,,,,,
4978630347,2026-08-13T22:46:00+07:00,75,2,Y,2678,18,SA-294,0,0,0,0,0,0,,,,,,
4978627653,2026-08-13T22:43:00+07:00,75,2,Y,2678,18,SA-290,0,0,0,,,,,,,,,
4978628987,2026-08-13T22:45:00+07:00,72,2,Y,2678,18,SA-293,0,0,0,0,0,0,,,,,,
4978631710,2026-08-13T22:47:00+07:00,75,2,Y,2678,18,SA-291,,,,,,,,,,,,
4978631710,2026-08-13T22:47:00+07:00,75,2,Y,2678,18,SA-292,0,0,0,0,0,0,0,0,0,,,
4978628954,2026-08-13T22:45:00+07:00,71,2,Y,2679,19,SA-301,0,0,0,,,,,,,,,
4978630322,2026-08-13T22:46:00+07:00,76,2,Y,2679,19,SA-296,0,0,0,,,,,,,,,
4978630322,2026-08-13T22:46:00+07:00,76,2,Y,2679,19,SA-297,0,0,0,0,0,0,,,,,,
4978630322,2026-08-13T22:46:00+07:00,76,2,Y,2679,19,SA-311,0,0,0,,,,,,,,,
4978627641,2026-08-13T22:43:00+07:00,76,2,Y,2679,19,SA-297,26,2,2,0,0,0,,,,,,
4978627641,2026-08-13T22:43:00+07:00,76,2,Y,2679,19,SA-298,29,2,2,20,2,2,21,2,2,,,
4978627641,2026-08-13T22:43:00+07:00,76,2,Y,2679,19,SA-301,0,0,0,,,,,,,,,
4978628954,2026-08-13T22:45:00+07:00,71,2,Y,2679,19,SA-311,0,0,0,,,,,,,,,
4978627641,2026-08-13T22:43:00+07:00,76,2,Y,2679,19,SA-295,0,0,0,0,0,0,0,0,0,,,
4978627641,2026-08-13T22:43:00+07:00,76,2,Y,2679,19,SA-311,0,0,0,,,,,,,,,
4978630322,2026-08-13T22:46:00+07:00,76,2,Y,2679,19,SA-298,0,0,0,16,2,2,0,0,0,,,
4978630322,2026-08-13T22:46:00+07:00,76,2,Y,2679,19,SA-301,17,2,2,,,,,,,,,
4978631683,2026-08-13T22:47:00+07:00,75,2,Y,2679,19,SA-295,0,0,0,20,2,2,0,0,0,,,
4978631683,2026-08-13T22:47:00+07:00,75,2,Y,2679,19,SA-296,25,3,3,,,,,,,,,
4978631683,2026-08-13T22:47:00+07:00,75,2,Y,2679,19,SA-311,0,0,0,,,,,,,,,
4978630322,2026-08-13T22:46:00+07:00,76,2,Y,2679,19,SA-295,38,5,4,0,0,0,0,0,0,,,
4978627641,2026-08-13T22:43:00+07:00,76,2,Y,2679,19,SA-296,0,0,0,,,,,,,,,
4978628954,2026-08-13T22:45:00+07:00,71,2,Y,2679,19,SA-295,0,0,0,0,0,0,0,0,0,,,
4978628954,2026-08-13T22:45:00+07:00,71,2,Y,2679,19,SA-296,0,0,0,,,,,,,,,
4978628954,2026-08-13T22:45:00+07:00,71,2,Y,2679,19,SA-297,26,2,2,0,0,0,,,,,,
4978628954,2026-08-13T22:45:00+07:00,71,2,Y,2679,19,SA-298,29,2,2,20,2,2,21,2,2,,,
4978631683,2026-08-13T22:47:00+07:00,75,2,Y,2679,19,SA-297,0,0,0,0,0,0,,,,,,
4978631683,2026-08-13T22:47:00+07:00,75,2,Y,2679,19,SA-298,0,0,0,0,0,0,0,0,0,,,
4978631683,2026-08-13T22:47:00+07:00,75,2,Y,2679,19,SA-301,0,0,0,,,,,,,,,
4978628970,2026-08-13T22:45:00+07:00,75,2,Y,2680,21,SA-299,0,0,0,8,2,1,0,0,0,,,
4978627638,2026-08-13T22:43:00+07:00,75,2,Y,2680,21,SA-299,0,0,0,0,0,0,0,0,0,,,
4978627638,2026-08-13T22:43:00+07:00,75,2,Y,2680,21,SA-300,0,0,0,0,0,0,0,0,0,,,
4978630361,2026-08-13T22:46:00+07:00,75,2,Y,2680,21,SA-299,0,0,0,9,2,2,7,2,1,,,
4978630361,2026-08-13T22:46:00+07:00,75,2,Y,2680,21,SA-300,0,0,0,21,2,2,24,3,2,,,
4978628970,2026-08-13T22:45:00+07:00,75,2,Y,2680,21,SA-300,0,0,0,14,2,1,23,3,1,,,
4978631721,2026-08-13T22:47:00+07:00,77,2,Y,2681,22,SA-304,0,0,0,46,4,4,23,2,2,,,
4978628972,2026-08-13T22:45:00+07:00,74,2,Y,2681,22,SA-302,0,0,0,,,,,,,,,
4978628972,2026-08-13T22:45:00+07:00,74,2,Y,2681,22,SA-304,0,0,0,18,2,2,0,0,0,,,
4978627676,2026-08-13T22:43:00+07:00,77,2,Y,2681,22,SA-304,13,2,1,16,2,2,0,0,0,,,
4978627676,2026-08-13T22:43:00+07:00,77,2,Y,2681,22,SA-302,0,0,0,,,,,,,,,
4978630367,2026-08-13T22:46:00+07:00,73,2,Y,2681,22,SA-303,0,0,0,,,,,,,,,
4978631721,2026-08-13T22:47:00+07:00,77,2,Y,2681,22,SA-302,0,0,0,,,,,,,,,
4978630367,2026-08-13T22:46:00+07:00,73,2,Y,2681,22,SA-302,0,0,0,,,,,,,,,
