dbid,recorded,ct,link_plan,married,ss,tsc,lane,ds1,mf1,rf1,ds2,mf2,rf2,ds3,mf3,rf3,ds4,mf4,rf4
4978631197,2026-08-13T22:47:00+07:00,60,2,N,2736,220,SA-153,0,0,0,,,,,,,,,
4978631785,2026-08-13T22:47:00+07:00,60,2,N,2480,221,SA-575,0,0,0,,,,,,,,,
4978628535,2026-08-13T22:44:00+07:00,60,2,N,2480,221,SA-575,0,0,0,,,,,,,,,
4978630689,2026-08-13T22:46:00+07:00,60,2,N,2480,221,SA-575,0,0,0,,,,,,,,,
4978632882,2026-08-13T22:48:00+07:00,60,2,N,2480,221,SA-572,0,0,0,0,0,0,4,2,1,,,
4978628535,2026-08-13T22:44:00+07:00,60,2,N,2480,221,SA-572,0,0,0,5,2,2,3,2,1,,,
4978628535,2026-08-13T22:44:00+07:00,60,2,N,2480,221,SA-579,14,2,1,,,,,,,,,
4978629628,2026-08-13T22:45:00+07:00,60,2,N,2480,221,SA-572,0,0,0,0,0,0,0,0,0,,,
4978630689,2026-08-13T22:46:00+07:00,60,2,N,2480,221,SA-579,12,2,1,,,,,,,,,
4978631785,2026-08-13T22:47:00+07:00,60,2,N,2480,221,SA-572,0,0,0,10,3,3,0,0,0,,,
4978630689,2026-08-13T22:46:00+07:00,60,2,N,2480,221,SA-572,0,0,0,11,3,3,0,0,0,,,
4978629628,2026-08-13T22:45:00+07:00,60,2,N,2480,221,SA-575,0,0,0,,,,,,,,,
4978629628,2026-08-13T22:45:00+07:00,60,2,N,2480,221,SA-579,18,2,1,,,,,,,,,
4978632882,2026-08-13T22:48:00+07:00,60,2,N,2480,221,SA-575,0,0,0,,,,,,,,,
4978632882,2026-08-13T22:48:00+07:00,60,2,N,2480,221,SA-579,0,0,0,,,,,,,,,
4978631785,2026-08-13T22:47:00+07:00,60,2,N,2480,221,SA-579,0,0,0,,,,,,,,,
4978628911,2026-08-13T22:45:00+07:00,41,2,Y,2570,222,SA-92,12,2,2,,,,,,,,,
4978629730,2026-08-13T22:45:00+07:00,40,2,Y,2570,222,SA-92,10,2,1,,,,,,,,,
4978631896,2026-08-13T22:47:00+07:00,41,2,Y,2570,222,SA-92,11,2,2,,,,,,,,,
4978630409,2026-08-13T22:46:00+07:00,40,2,Y,2570,222,SA-92,0,0,0,,,,,,,,,
4978628239,2026-08-13T22:44:00+07:00,40,2,Y,2570,222,SA-92,0,0,0,,,,,,,,,
4978632584,2026-08-13T22:48:00+07:00,39,2,Y,2570,222,SA-92,0,0,0,,,,,,,,,
4978631159,2026-08-13T22:47:00+07:00,39,2,Y,2570,222,SA-92,0,0,0,,,,,,,,,
4978631032,2026-08-13T22:46:00+07:00,60,2,Y,2737,223,SA-157,0,0,0,0,0,0,0,0,0,,,
4978631032,2026-08-13T22:46:00+07:00,60,2,Y,2737,223,SA-158,0,0,0,,,,,,,,,
4978631032,2026-08-13T22:46:00+07:00,60,2,Y,2737,223,SA-159,0,0,0,,,,,,,,,
4978632118,2026-08-13T22:47:00+07:00,60,2,Y,2737,223,SA-156,0,0,0,0,0,0,0,0,0,,,
4978632118,2026-08-13T22:47:00+07:00,60,2,Y,2737,223,SA-159,0,0,0,,,,,,,,,
4978628787,2026-08-13T22:44:00+07:00,60,2,Y,2737,223,SA-157,0,0,0,0,0,0,0,0,0,,,
4978627732,2026-08-13T22:43:00+07:00,60,2,Y,2737,223,SA-158,0,0,0,,,,,,,,,
4978627732,2026-08-13T22:43:00+07:00,60,2,Y,2737,223,SA-159,0,0,0,,,,,,,,,
4978629916,2026-08-13T22:45:00+07:00,60,2,Y,2737,223,SA-158,0,0,0,,,,,,,,,
4978629916,2026-08-13T22:45:00+07:00,60,2,Y,2737,223,SA-159,0,0,0,,,,,,,,,
4978628787,2026-08-13T22:44:00+07:00,60,2,Y,2737,223,SA-156,0,0,0,0,0,0,0,0,0,,,
4978628787,2026-08-13T22:44:00+07:00,60,2,Y,2737,223,SA-158,0,0,0,,,,,,,,,
4978627732,2026-08-13T22:43:00+07:00,60,2,Y,2737,223,SA-157,0,0,0,14,4,3,0,0,0,,,
4978627732,2026-08-13T22:43:00+07:00,60,2,Y,2737,223,SA-414,0,0,0,,,,,,,,,
4978629916,2026-08-13T22:45:00+07:00,60,2,Y,2737,223,SA-414,0,0,0,,,,,,,,,
4978631032,2026-08-13T22:46:00+07:00,60,2,Y,2737,223,SA-414,0,0,0,,,,,,,,,
4978632118,2026-08-13T22:47:00+07:00,60,2,Y,2737,223,SA-157,0,0,0,0,0,0,0,0,0,,,
4978627732,2026-08-13T22:43:00+07:00,60,2,Y,2737,223,SA-156,7,2,2,0,0,0,0,0,0,,,
4978629916,2026-08-13T22:45:00+07:00,60,2,Y,2737,223,SA-156,0,0,0,6,2,2,7,2,2,,,
4978629916,2026-08-13T22:45:00+07:00,60,2,Y,2737,223,SA-157,0,0,0,0,0,0,6,2,2,,,
4978628787,2026-08-13T22:44:00+07:00,60,2,Y,2737,223,SA-159,0,0,0,,,,,,,,,
4978628787,2026-08-13T22:44:00+07:00,60,2,Y,2737,223,SA-414,0,0,0,,,,,,,,,
4978631032,2026-08-13T22:46:00+07:00,60,2,Y,2737,223,SA-156,0,0,0,0,0,0,0,0,0,,,
4978632118,2026-08-13T22:47:00+07:00,60,2,Y,2737,223,SA-158,0,0,0,,,,,,,,,
4978632118,2026-08-13T22:47:00+07:00,60,2,Y,2737,223,SA-414,0,0,0,,,,,,,,,
4978631044,2026-08-13T22:46:00+07:00,61,2,Y,2738,224,SA-161,0,0,0,0,0,0,,,,,,
4978632117,2026-08-13T22:47:00+07:00,59,2,Y,2738,224,SA-164,,,,,,,,,,,,
4978627743,2026-08-13T22:43:00+07:00,59,2,Y,2738,224,SA-164,,,,,,,,,,,,
4978629932,2026-08-13T22:45:00+07:00,59,2,Y,2738,224,SA-162,0,0,0,0,0,0,,,,,,
4978628794,2026-08-13T22:44:00+07:00,61,2,Y,2738,224,SA-163,0,0,0,,,,,,,,,
4978628794,2026-08-13T22:44:00+07:00,61,2,Y,2738,224,SA-164,,,,,,,,,,,,
4978627743,2026-08-13T22:43:00+07:00,59,2,Y,2738,224,SA-161,0,0,0,0,0,0,,,,,,
4978627743,2026-08-13T22:43:00+07:00,59,2,Y,2738,224,SA-162,7,2,2,0,0,0,,,,,,
4978627743,2026-08-13T22:43:00+07:00,59,2,Y,2738,224,SA-163,0,0,0,,,,,,,,,
4978629932,2026-08-13T22:45:00+07:00,59,2,Y,2738,224,SA-163,0,0,0,,,,,,,,,
4978629932,2026-08-13T22:45:00+07:00,59,2,Y,2738,224,SA-164,,,,,,,,,,,,
4978631044,2026-08-13T22:46:00+07:00,61,2,Y,2738,224,SA-163,0,0,0,,,,,,,,,
4978632117,2026-08-13T22:47:00+07:00,59,2,Y,2738,224,SA-162,0,0,0,0,0,0,,,,,,
4978632117,2026-08-13T22:47:00+07:00,59,2,Y,2738,224,SA-163,0,0,0,,,,,,,,,
4978629932,2026-08-13T22:45:00+07:00,59,2,Y,2738,224,SA-161,6,2,1,6,2,1,,,,,,
4978628794,2026-08-13T22:44:00+07:00,61,2,Y,2738,224,SA-161,5,2,1,0,0,0,,,,,,
4978628794,2026-08-13T22:44:00+07:00,61,2,Y,2738,224,SA-162,14,4,3,0,0,0,,,,,,
4978631044,2026-08-13T22:46:00+07:00,61,2,Y,2738,224,SA-162,0,0,0,7,2,2,,,,,,
4978631044,2026-08-13T22:46:00+07:00,61,2,Y,2738,224,SA-164,,,,,,,,,,,,
4978632117,2026-08-13T22:47:00+07:00,59,2,Y,2738,224,SA-161,0,0,0,0,0,0,,,,,,
4978631035,2026-08-13T22:46:00+07:00,60,2,Y,2739,225,SA-165,0,0,0,0,0,0,0,0,0,0,0,0
4978628789,2026-08-13T22:44:00+07:00,60,2,Y,2739,225,SA-165,0,0,0,0,0,0,7,2,1,0,0,0
4978629922,2026-08-13T22:45:00+07:00,60,2,Y,2739,225,SA-165,0,0,0,0,0,0,7,2,1,7,2,1
4978627744,2026-08-13T22:43:00+07:00,60,2,Y,2739,225,SA-165,0,0,0,7,2,2,0,0,0,0,0,0
4978632107,2026-08-13T22:47:00+07:00,60,2,Y,2739,225,SA-165,0,0,0,0,0,0,0,0,0,0,0,0
4978631172,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-42,0,0,0,0,0,0,,,,,,
4978631172,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-44,0,0,0,,,,,,,,,
4978631172,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-72,0,0,0,,,,,,,,,
4978632086,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-44,0,0,0,,,,,,,,,
4978629326,2026-08-13T22:45:00+07:00,50,2,N,2481,226,SA-44,0,0,0,,,,,,,,,
4978628450,2026-08-13T22:44:00+07:00,50,2,N,2481,226,SA-41,0,0,0,0,0,0,,,,,,
4978628450,2026-08-13T22:44:00+07:00,50,2,N,2481,226,SA-43,0,0,0,6,2,1,,,,,,
4978628450,2026-08-13T22:44:00+07:00,50,2,N,2481,226,SA-44,0,0,0,,,,,,,,,
4978628450,2026-08-13T22:44:00+07:00,50,2,N,2481,226,SA-72,0,0,0,,,,,,,,,
4978630215,2026-08-13T22:46:00+07:00,50,2,N,2481,226,SA-43,0,0,0,0,0,0,,,,,,
4978630215,2026-08-13T22:46:00+07:00,50,2,N,2481,226,SA-44,0,0,0,,,,,,,,,
4978632982,2026-08-13T22:48:00+07:00,50,2,N,2481,226,SA-42,0,0,0,0,0,0,,,,,,
4978632982,2026-08-13T22:48:00+07:00,50,2,N,2481,226,SA-72,0,0,0,,,,,,,,,
4978629326,2026-08-13T22:45:00+07:00,50,2,N,2481,226,SA-43,0,0,0,0,0,0,,,,,,
4978632086,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-42,0,0,0,0,0,0,,,,,,
4978632086,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-43,0,0,0,0,0,0,,,,,,
4978630215,2026-08-13T22:46:00+07:00,50,2,N,2481,226,SA-41,0,0,0,0,0,0,,,,,,
4978630215,2026-08-13T22:46:00+07:00,50,2,N,2481,226,SA-42,7,2,1,0,0,0,,,,,,
4978630215,2026-08-13T22:46:00+07:00,50,2,N,2481,226,SA-72,0,0,0,,,,,,,,,
4978628450,2026-08-13T22:44:00+07:00,50,2,N,2481,226,SA-42,0,0,0,0,0,0,,,,,,
4978629326,2026-08-13T22:45:00+07:00,50,2,N,2481,226,SA-41,0,0,0,0,0,0,,,,,,
4978629326,2026-08-13T22:45:00+07:00,50,2,N,2481,226,SA-42,0,0,0,0,0,0,,,,,,
4978629326,2026-08-13T22:45:00+07:00,50,2,N,2481,226,SA-72,0,0,0,,,,,,,,,
4978632982,2026-08-13T22:48:00+07:00,50,2,N,2481,226,SA-41,0,0,0,0,0,0,,,,,,
4978632982,2026-08-13T22:48:00+07:00,50,2,N,2481,226,SA-43,0,0,0,0,0,0,,,,,,
4978632982,2026-08-13T22:48:00+07:00,50,2,N,2481,226,SA-44,0,0,0,,,,,,,,,
4978631172,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-41,0,0,0,0,0,0,,,,,,
4978631172,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-43,0,0,0,0,0,0,,,,,,
4978632086,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-41,0,0,0,0,0,0,,,,,,
4978632086,2026-08-13T22:47:00+07:00,50,2,N,2481,226,SA-72,0,0,0,,,,,,,,,
4978631233,2026-08-13T22:47:00+07:00,60,2,Y,2961,227,SA-40,0,0,0,0,0,0,,,,,,
4978631233,2026-08-13T22:47:00+07:00,60,2,Y,2961,227,SA-43,0,0,0,,,,,,,,,
4978629006,2026-08-13T22:45:00+07:00,60,2,Y,2961,227,SA-43,0,0,0,,,,,,,,,
4978627970,2026-08-13T22:44:00+07:00,60,2,Y,2961,227,SA-43,0,0,0,,,,,,,,,
4978627970,2026-08-13T22:44:00+07:00,60,2,Y,2961,227,SA-44,0,0,0,,,,,,,,,
4978630104,2026-08-13T22:46:00+07:00,60,2,Y,2961,227,SA-40,6,2,2,0,0,0,,,,,,
4978630104,2026-08-13T22:46:00+07:00,60,2,Y,2961,227,SA-41,0,0,0,6,2,2,,,,,,
4978630104,2026-08-13T22:46:00+07:00,60,2,Y,2961,227,SA-60,0,0,0,,,,,,,,,
4978632333,2026-08-13T22:48:00+07:00,60,2,Y,2961,227,SA-42,0,0,0,,,,,,,,,
4978632333,2026-08-13T22:48:00+07:00,60,2,Y,2961,227,SA-43,0,0,0,,,,,,,,,
4978629006,2026-08-13T22:45:00+07:00,60,2,Y,2961,227,SA-40,0,0,0,6,2,2,,,,,,
4978629006,2026-08-13T22:45:00+07:00,60,2,Y,2961,227,SA-44,0,0,0,,,,,,,,,
4978629006,2026-08-13T22:45:00+07:00,60,2,Y,2961,227,SA-60,0,0,0,,,,,,,,,
4978627970,2026-08-13T22:44:00+07:00,60,2,Y,2961,227,SA-41,0,0,0,0,0,0,,,,,,
4978627970,2026-08-13T22:44:00+07:00,60,2,Y,2961,227,SA-42,0,0,0,,,,,,,,,
4978627970,2026-08-13T22:44:00+07:00,60,2,Y,2961,227,SA-60,0,0,0,,,,,,,,,
4978630104,2026-08-13T22:46:00+07:00,60,2,Y,2961,227,SA-44,0,0,0,,,,,,,,,
4978631233,2026-08-13T22:47:00+07:00,60,2,Y,2961,227,SA-42,0,0,0,,,,,,,,,
4978631233,2026-08-13T22:47:00+07:00,60,2,Y,2961,227,SA-60,0,0,0,,,,,,,,,
4978627970,2026-08-13T22:44:00+07:00,60,2,Y,2961,227,SA-40,6,2,2,0,0,0,,,,,,
4978630104,2026-08-13T22:46:00+07:00,60,2,Y,2961,227,SA-42,0,0,0,,,,,,,,,
4978630104,2026-08-13T22:46:00+07:00,60,2,Y,2961,227,SA-43,0,0,0,,,,,,,,,
4978629006,2026-08-13T22:45:00+07:00,60,2,Y,2961,227,SA-41,0,0,0,0,0,0,,,,,,
4978629006,2026-08-13T22:45:00+07:00,60,2,Y,2961,227,SA-42,0,0,0,,,,,,,,,
4978632333,2026-08-13T22:48:00+07:00,60,2,Y,2961,227,SA-40,0,0,0,0,0,0,,,,,,
4978632333,2026-08-13T22:48:00+07:00,60,2,Y,2961,227,SA-41,0,0,0,0,0,0,,,,,,
4978632333,2026-08-13T22:48:00+07:00,60,2,Y,2961,227,SA-44,0,0,0,,,,,,,,,
4978632333,2026-08-13T22:48:00+07:00,60,2,Y,2961,227,SA-60,0,0,0,,,,,,,,,
4978631233,2026-08-13T22:47:00+07:00,60,2,Y,2961,227,SA-41,0,0,0,0,0,0,,,,,,
4978631233,2026-08-13T22:47:00+07:00,60,2,Y,2961,227,SA-44,0,0,0,,,,,,,,,
4978629646,2026-08-13T22:45:00+07:00,61,0,Y,2482,228,SA-610,0,0,0,0,0,0,,,,,,
4978631812,2026-08-13T22:47:00+07:00,61,0,Y,2482,228,SA-610,0,0,0,0,0,0,,,,,,
4978628553,2026-08-13T22:44:00+07:00,59,0,Y,2482,228,SA-609,0,0,0,0,0,0,0,0,0,,,
4978632902,2026-08-13T22:48:00+07:00,59,0,Y,2482,228,SA-608,0,0,0,6,2,2,0,0,0,,,
4978632902,2026-08-13T22:48:00+07:00,59,0,Y,2482,228,SA-609,0,0,0,9,3,2,0,0,0,,,
4978632902,2026-08-13T22:48:00+07:00,59,0,Y,2482,228,SA-610,0,0,0,0,0,0,,,,,,
4978632902,2026-08-13T22:48:00+07:00,59,0,Y,2482,228,SA-612,0,0,0,,,,,,,,,
4978628553,2026-08-13T22:44:00+07:00,59,0,Y,2482,228,SA-610,0,0,0,0,0,0,,,,,,
4978628553,2026-08-13T22:44:00+07:00,59,0,Y,2482,228,SA-612,0,0,0,,,,,,,,,
4978629646,2026-08-13T22:45:00+07:00,61,0,Y,2482,228,SA-608,0,0,0,0,0,0,0,0,0,,,
4978630709,2026-08-13T22:46:00+07:00,59,0,Y,2482,228,SA-610,0,0,0,0,0,0,,,,,,
4978631812,2026-08-13T22:47:00+07:00,61,0,Y,2482,228,SA-608,0,0,0,6,2,2,6,2,2,,,
4978631812,2026-08-13T22:47:00+07:00,61,0,Y,2482,228,SA-612,0,0,0,,,,,,,,,
4978630709,2026-08-13T22:46:00+07:00,59,0,Y,2482,228,SA-608,0,0,0,0,0,0,0,0,0,,,
4978630709,2026-08-13T22:46:00+07:00,59,0,Y,2482,228,SA-609,0,0,0,6,2,2,0,0,0,,,
4978630709,2026-08-13T22:46:00+07:00,59,0,Y,2482,228,SA-612,0,0,0,,,,,,,,,
4978629646,2026-08-13T22:45:00+07:00,61,0,Y,2482,228,SA-609,0,0,0,0,0,0,0,0,0,,,
4978629646,2026-08-13T22:45:00+07:00,61,0,Y,2482,228,SA-612,0,0,0,,,,,,,,,
4978628553,2026-08-13T22:44:00+07:00,59,0,Y,2482,228,SA-608,0,0,0,0,0,0,0,0,0,,,
4978631812,2026-08-13T22:47:00+07:00,61,0,Y,2482,228,SA-609,0,0,0,0,0,0,0,0,0,,,
4978631928,2026-08-13T22:47:00+07:00,71,2,Y,2483,229,SA-151,0,0,0,0,0,0,0,0,0,,,
4978629345,2026-08-13T22:45:00+07:00,70,2,Y,2483,229,SA-151,0,0,0,6,2,2,0,0,0,,,
4978628086,2026-08-13T22:44:00+07:00,69,2,Y,2483,229,SA-152,0,0,0,,,,,,,,,
4978630626,2026-08-13T22:46:00+07:00,70,2,Y,2483,229,SA-150,0,0,0,0,0,0,0,0,0,,,
4978630626,2026-08-13T22:46:00+07:00,70,2,Y,2483,229,SA-152,0,0,0,,,,,,,,,
4978628086,2026-08-13T22:44:00+07:00,69,2,Y,2483,229,SA-150,0,0,0,5,2,2,0,0,0,,,
4978628086,2026-08-13T22:44:00+07:00,69,2,Y,2483,229,SA-151,0,0,0,0,0,0,0,0,0,,,
4978629345,2026-08-13T22:45:00+07:00,70,2,Y,2483,229,SA-150,0,0,0,0,0,0,5,2,2,,,
4978630626,2026-08-13T22:46:00+07:00,70,2,Y,2483,229,SA-151,0,0,0,0,0,0,0,0,0,,,
4978629345,2026-08-13T22:45:00+07:00,70,2,Y,2483,229,SA-152,0,0,0,,,,,,,,,
4978631928,2026-08-13T22:47:00+07:00,71,2,Y,2483,229,SA-150,0,0,0,8,3,3,7,3,2,,,
4978631928,2026-08-13T22:47:00+07:00,71,2,Y,2483,229,SA-152,0,0,0,,,,,,,,,
4978632039,2026-08-13T22:47:00+07:00,50,0,N,2098,230,SA-142,8,2,1,7,2,2,,,,,,
4978631121,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-141,0,0,0,0,0,0,,,,,,
4978631121,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-142,0,0,0,7,2,2,,,,,,
4978628360,2026-08-13T22:44:00+07:00,50,0,N,2098,230,SA-141,7,2,2,8,2,2,,,,,,
4978628360,2026-08-13T22:44:00+07:00,50,0,N,2098,230,SA-142,0,0,0,7,2,2,,,,,,
4978628360,2026-08-13T22:44:00+07:00,50,0,N,2098,230,SA-143,0,0,0,0,0,0,,,,,,
4978632907,2026-08-13T22:48:00+07:00,50,0,N,2098,230,SA-143,0,0,0,0,0,0,,,,,,
4978632907,2026-08-13T22:48:00+07:00,50,0,N,2098,230,SA-142,8,2,1,0,0,0,,,,,,
4978632907,2026-08-13T22:48:00+07:00,50,0,N,2098,230,SA-144,0,0,0,,,,,,,,,
4978628360,2026-08-13T22:44:00+07:00,50,0,N,2098,230,SA-144,0,0,0,,,,,,,,,
4978629259,2026-08-13T22:45:00+07:00,50,0,N,2098,230,SA-141,0,0,0,0,0,0,,,,,,
4978629259,2026-08-13T22:45:00+07:00,50,0,N,2098,230,SA-142,0,0,0,0,0,0,,,,,,
4978629259,2026-08-13T22:45:00+07:00,50,0,N,2098,230,SA-144,0,0,0,,,,,,,,,
4978630149,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-141,0,0,0,9,2,2,,,,,,
4978630149,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-142,0,0,0,0,0,0,,,,,,
4978630149,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-143,0,0,0,0,0,0,,,,,,
4978632039,2026-08-13T22:47:00+07:00,50,0,N,2098,230,SA-141,0,0,0,12,3,2,,,,,,
4978632039,2026-08-13T22:47:00+07:00,50,0,N,2098,230,SA-143,0,0,0,0,0,0,,,,,,
4978631121,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-144,0,0,0,,,,,,,,,
4978630149,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-144,0,0,0,,,,,,,,,
4978629259,2026-08-13T22:45:00+07:00,50,0,N,2098,230,SA-143,0,0,0,0,0,0,,,,,,
4978632907,2026-08-13T22:48:00+07:00,50,0,N,2098,230,SA-141,0,0,0,7,2,1,,,,,,
4978632039,2026-08-13T22:47:00+07:00,50,0,N,2098,230,SA-144,0,0,0,,,,,,,,,
4978631121,2026-08-13T22:46:00+07:00,50,0,N,2098,230,SA-143,0,0,0,0,0,0,,,,,,
4978631064,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-613,0,0,0,7,2,2,,,,,,
4978628306,2026-08-13T22:44:00+07:00,50,0,N,2962,231,SA-612,0,0,0,0,0,0,,,,,,
4978628306,2026-08-13T22:44:00+07:00,50,0,N,2962,231,SA-615,0,0,0,,,,,,,,,
4978629205,2026-08-13T22:45:00+07:00,50,0,N,2962,231,SA-613,0,0,0,0,0,0,,,,,,
4978629205,2026-08-13T22:45:00+07:00,50,0,N,2962,231,SA-616,0,0,0,,,,,,,,,
4978632854,2026-08-13T22:48:00+07:00,50,0,N,2962,231,SA-612,0,0,0,0,0,0,,,,,,
4978632854,2026-08-13T22:48:00+07:00,50,0,N,2962,231,SA-613,0,0,0,10,3,3,,,,,,
4978632854,2026-08-13T22:48:00+07:00,50,0,N,2962,231,SA-615,0,0,0,,,,,,,,,
4978630114,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-616,0,0,0,,,,,,,,,
4978632854,2026-08-13T22:48:00+07:00,50,0,N,2962,231,SA-614,0,0,0,,,,,,,,,
4978632854,2026-08-13T22:48:00+07:00,50,0,N,2962,231,SA-616,0,0,0,,,,,,,,,
4978628306,2026-08-13T22:44:00+07:00,50,0,N,2962,231,SA-613,0,0,0,0,0,0,,,,,,
4978628306,2026-08-13T22:44:00+07:00,50,0,N,2962,231,SA-614,0,0,0,,,,,,,,,
4978629205,2026-08-13T22:45:00+07:00,50,0,N,2962,231,SA-615,0,0,0,,,,,,,,,
4978630114,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-612,0,0,0,0,0,0,,,,,,
4978630114,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-613,0,0,0,0,0,0,,,,,,
4978630114,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-614,0,0,0,,,,,,,,,
4978630114,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-615,0,0,0,,,,,,,,,
4978631980,2026-08-13T22:47:00+07:00,50,0,N,2962,231,SA-612,0,0,0,0,0,0,,,,,,
4978631980,2026-08-13T22:47:00+07:00,50,0,N,2962,231,SA-613,0,0,0,0,0,0,,,,,,
4978631064,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-615,0,0,0,,,,,,,,,
4978631064,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-616,0,0,0,,,,,,,,,
4978628306,2026-08-13T22:44:00+07:00,50,0,N,2962,231,SA-616,0,0,0,,,,,,,,,
4978629205,2026-08-13T22:45:00+07:00,50,0,N,2962,231,SA-612,0,0,0,0,0,0,,,,,,
4978629205,2026-08-13T22:45:00+07:00,50,0,N,2962,231,SA-614,0,0,0,,,,,,,,,
4978631980,2026-08-13T22:47:00+07:00,50,0,N,2962,231,SA-614,0,0,0,,,,,,,,,
4978631980,2026-08-13T22:47:00+07:00,50,0,N,2962,231,SA-615,0,0,0,,,,,,,,,
4978631980,2026-08-13T22:47:00+07:00,50,0,N,2962,231,SA-616,0,0,0,,,,,,,,,
4978631064,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-612,0,0,0,0,0,0,,,,,,
4978631064,2026-08-13T22:46:00+07:00,50,0,N,2962,231,SA-614,0,0,0,,,,,,,,,
4978631385,2026-08-13T22:47:00+07:00,60,2,Y,2099,232,SA-166,0,0,0,,,,,,,,,
4978631385,2026-08-13T22:47:00+07:00,60,2,Y,2099,232,SA-168,0,0,0,0,0,0,0,0,0,,,
4978628120,2026-08-13T22:44:00+07:00,60,2,Y,2099,232,SA-165,0,0,0,0,0,0,7,2,2,,,
4978628120,2026-08-13T22:44:00+07:00,60,2,Y,2099,232,SA-167,0,0,0,,,,,,,,,
4978629183,2026-08-13T22:45:00+07:00,60,2,Y,2099,232,SA-167,0,0,0,,,,,,,,,
4978630253,2026-08-13T22:46:00+07:00,60,2,Y,2099,232,SA-165,0,0,0,6,2,2,5,2,2,,,
4978630253,2026-08-13T22:46:00+07:00,60,2,Y,2099,232,SA-167,0,0,0,,,,,,,,,
4978630253,2026-08-13T22:46:00+07:00,60,2,Y,2099,232,SA-168,0,0,0,10,3,3,0,0,0,,,
4978632471,2026-08-13T22:48:00+07:00,60,2,Y,2099,232,SA-168,11,2,2,0,0,0,0,0,0,,,
4978628120,2026-08-13T22:44:00+07:00,60,2,Y,2099,232,SA-166,0,0,0,,,,,,,,,
4978630253,2026-08-13T22:46:00+07:00,60,2,Y,2099,232,SA-166,0,0,0,,,,,,,,,
4978628120,2026-08-13T22:44:00+07:00,60,2,Y,2099,232,SA-168,0,0,0,8,2,2,0,0,0,,,
4978629183,2026-08-13T22:45:00+07:00,60,2,Y,2099,232,SA-165,0,0,0,6,3,2,0,0,0,,,
4978629183,2026-08-13T22:45:00+07:00,60,2,Y,2099,232,SA-166,0,0,0,,,,,,,,,
4978629183,2026-08-13T22:45:00+07:00,60,2,Y,2099,232,SA-168,4,2,2,7,3,3,0,0,0,,,
4978632471,2026-08-13T22:48:00+07:00,60,2,Y,2099,232,SA-165,0,0,0,0,0,0,0,0,0,,,
4978632471,2026-08-13T22:48:00+07:00,60,2,Y,2099,232,SA-166,0,0,0,,,,,,,,,
4978632471,2026-08-13T22:48:00+07:00,60,2,Y,2099,232,SA-167,0,0,0,,,,,,,,,
4978631385,2026-08-13T22:47:00+07:00,60,2,Y,2099,232,SA-165,5,2,1,6,2,2,0,0,0,,,
4978631385,2026-08-13T22:47:00+07:00,60,2,Y,2099,232,SA-167,0,0,0,,,,,,,,,
4978631247,2026-08-13T22:47:00+07:00,40,2,Y,2484,233,SA-54,0,0,0,,,,,,,,,
4978632009,2026-08-13T22:47:00+07:00,40,2,Y,2484,233,SA-52,0,0,0,0,0,0,,,,,,
4978632009,2026-08-13T22:47:00+07:00,40,2,Y,2484,233,SA-53,0,0,0,,,,,,,,,
4978628315,2026-08-13T22:44:00+07:00,40,2,Y,2484,233,SA-52,0,0,0,0,0,0,,,,,,
4978628315,2026-08-13T22:44:00+07:00,40,2,Y,2484,233,SA-53,0,0,0,,,,,,,,,
4978628315,2026-08-13T22:44:00+07:00,40,2,Y,2484,233,SA-54,0,0,0,,,,,,,,,
4978630475,2026-08-13T22:46:00+07:00,40,2,Y,2484,233,SA-53,0,0,0,,,,,,,,,
4978630475,2026-08-13T22:46:00+07:00,40,2,Y,2484,233,SA-54,0,0,0,,,,,,,,,
4978630475,2026-08-13T22:46:00+07:00,40,2,Y,2484,233,SA-55,0,0,0,9,2,1,0,0,0,,,
4978632667,2026-08-13T22:48:00+07:00,40,2,Y,2484,233,SA-52,0,0,0,0,0,0,,,,,,
