TMU ID, Legacy TMU ID, Site Name
C6E971CACF64789BE0433CC411ACCCEA,30014331,TMU Site 9329/1 on A174 eastbound between A19 and A1044; GPS Ref: 447235;515054; Eastbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2026-03-14,16:29:00,5,659,635,18,4,2,98.16,15,118021802,23
2026-03-14,16:44:00,5,583,566,12,2,3,98.24,15,118021802,23
2026-03-14,16:59:00,5,578,556,17,3,2,99.09,15,118021802,23
2026-03-14,17:14:00,5,565,543,17,4,1,100.07,15,118021802,23
2026-03-14,17:29:00,5,560,543,13,1,3,100.56,15,118021802,23
2026-03-14,17:44:00,5,539,524,10,4,1,98.98,15,118021802,23
2026-03-14,17:59:00,5,494,478,11,5,0,101.72,15,118021802,23
2026-03-14,18:14:00,5,502,484,13,2,3,99.87,15,118021802,23
2026-03-14,18:29:00,5,445,420,19,4,2,99.00,15,118021802,23
2026-03-14,18:44:00,5,394,379,13,0,2,99.71,15,118021802,23
2026-03-14,18:59:00,5,438,426,7,3,2,98.26,15,118021802,23
2026-03-14,19:14:00,5,360,347,13,0,0,97.79,15,118021802,23
2026-03-14,19:29:00,5,331,320,6,3,2,99.90,15,118021802,23
2026-03-14,19:44:00,5,331,320,4,4,3,98.77,15,118021802,23
2026-03-14,19:59:00,5,287,278,6,1,2,99.12,15,118021802,23
2026-03-14,20:14:00,5,265,254,6,3,2,100.87,15,118021802,23
2026-03-14,20:29:00,5,210,203,3,2,2,100.83,15,118021802,23
2026-03-14,20:44:00,5,201,198,2,0,1,100.84,15,118021802,23
2026-03-14,20:59:00,5,177,169,3,4,1,98.49,15,118021802,23
2026-03-14,21:14:00,5,158,155,1,1,1,101.29,15,118021802,23
2026-03-14,21:29:00,5,155,145,4,1,5,104.86,15,118021802,23
2026-03-14,21:44:00,5,142,134,5,0,3,100.77,15,118021802,23
2026-03-14,21:59:00,5,169,162,5,2,0,99.30,15,118021802,23
2026-03-14,22:14:00,5,141,141,0,0,0,98.91,15,118021802,23
2026-03-14,22:29:00,5,127,125,2,0,0,100.27,15,118021802,23
2026-03-14,22:44:00,5,146,139,4,2,1,101.35,15,118021802,23
2026-03-14,22:59:00,5,129,123,3,3,0,103.25,15,118021802,23
2026-03-14,23:14:00,5,107,103,2,0,2,101.35,15,118021802,23
2026-03-14,23:29:00,5,90,87,2,0,1,98.90,15,118021802,23
2026-03-14,23:44:00,5,83,76,6,0,1,97.79,15,118021802,23
2026-03-14,23:59:00,5,72,70,1,1,0,101.26,15,118021802,23
2026-03-15,00:14:00,6,76,69,6,0,1,99.78,15,118021802,23
2026-03-15,00:29:00,6,58,56,1,1,0,99.03,15,118021802,23
2026-03-15,00:44:00,6,34,31,3,0,0,100.44,15,118021802,23
2026-03-15,00:59:00,6,37,32,1,1,3,98.79,15,118021802,23
2026-03-15,01:14:00,6,37,32,4,0,1,98.93,15,118021802,23
2026-03-15,01:29:00,6,34,32,1,0,1,102.13,15,118021802,23
2026-03-15,01:44:00,6,18,18,0,0,0,98.90,15,118021802,23
2026-03-15,01:59:00,6,22,21,0,1,0,103.05,15,118021802,23
2026-03-15,02:14:00,6,17,16,0,0,1,104.09,15,118021802,23
2026-03-15,02:29:00,6,24,22,1,0,1,103.28,15,118021802,23
2026-03-15,02:44:00,6,19,18,0,0,1,99.33,15,118021802,23
2026-03-15,02:59:00,6,14,14,0,0,0,104.67,15,118021802,23
2026-03-15,03:14:00,6,29,28,0,1,0,100.49,15,118021802,23
2026-03-15,03:29:00,6,25,23,0,0,2,98.63,15,118021802,23
2026-03-15,03:44:00,6,17,16,0,0,1,106.93,15,118021802,23
2026-03-15,03:59:00,6,20,18,0,0,2,99.96,15,118021802,23
2026-03-15,04:14:00,6,14,13,0,0,1,102.26,15,118021802,23
2026-03-15,04:29:00,6,16,13,1,1,1,101.18,15,118021802,23
2026-03-15,04:44:00,6,20,18,1,0,1,99.03,15,118021802,23
2026-03-15,04:59:00,6,21,21,0,0,0,96.29,15,118021802,23
2026-03-15,05:14:00,6,21,17,2,0,2,103.90,15,118021802,23
2026-03-15,05:29:00,6,36,33,1,0,2,101.75,15,118021802,23
2026-03-15,05:44:00,6,56,53,0,1,2,102.55,15,118021802,23
2026-03-15,05:59:00,6,34,32,0,0,2,106.64,15,118021802,23
2026-03-15,06:14:00,6,54,53,0,0,1,103.61,15,118021802,23
2026-03-15,06:29:00,6,69,60,5,2,2,106.99,15,118021802,23
2026-03-15,06:44:00,6,105,101,2,0,2,108.86,15,118021802,23
2026-03-15,06:59:00,6,72,65,4,0,3,106.08,15,118021802,23
2026-03-15,07:14:00,6,87,77,4,3,3,102.64,15,118021802,23
2026-03-15,07:29:00,6,100,89,8,1,2,100.25,15,118021802,23
2026-03-15,07:44:00,6,115,113,1,1,0,103.72,15,118021802,23
2026-03-15,07:59:00,6,102,90,4,6,2,102.81,15,118021802,23
2026-03-15,08:14:00,6,115,105,6,3,1,99.71,15,118021802,23
2026-03-15,08:29:00,6,154,143,10,1,0,100.23,15,118021802,23
2026-03-15,08:44:00,6,211,198,11,0,2,102.00,15,118021802,23
2026-03-15,08:59:00,6,206,191,6,6,3,100.88,15,118021802,23
2026-03-15,09:14:00,6,293,274,11,7,1,101.09,15,118021802,23
2026-03-15,09:29:00,6,307,290,13,3,1,101.63,15,118021802,23
2026-03-15,09:44:00,6,383,362,11,8,2,100.12,15,118021802,23
2026-03-15,09:59:00,6,440,430,8,1,1,99.74,15,118021802,23
2026-03-15,10:14:00,6,413,391,18,2,2,98.34,15,118021802,23
2026-03-15,10:29:00,6,537,518,17,2,0,97.72,15,118021802,23
2026-03-15,10:44:00,6,567,547,11,5,4,97.16,15,118021802,23
2026-03-15,10:59:00,6,598,573,18,6,1,95.70,15,118021802,23
2026-03-15,11:14:00,6,638,613,18,6,1,97.77,15,118021802,23
2026-03-15,11:29:00,6,636,608,23,3,2,94.59,15,118021802,23
2026-03-15,11:44:00,6,671,652,15,4,0,96.15,15,118021802,23
2026-03-15,11:59:00,6,684,664,16,2,2,97.18,15,118021802,23
2026-03-15,12:14:00,6,682,665,13,2,2,97.59,15,118021802,23
2026-03-15,12:29:00,6,722,701,20,1,0,96.93,15,118021802,23
2026-03-15,12:44:00,6,668,652,11,4,1,95.74,15,118021802,23
2026-03-15,12:59:00,6,700,681,16,1,2,95.67,15,118021802,23
2026-03-15,13:14:00,6,689,672,15,2,0,94.92,15,118021802,23
2026-03-15,13:29:00,6,602,586,13,2,1,97.05,15,118021802,23
2026-03-15,13:44:00,6,572,554,15,2,1,96.96,15,118021802,23
2026-03-15,13:59:00,6,591,575,12,4,0,95.16,15,118021802,23
2026-03-15,14:14:00,6,522,508,11,2,1,97.55,15,118021802,23
2026-03-15,14:29:00,6,577,557,17,2,1,96.31,15,118021802,23
2026-03-15,14:44:00,6,510,499,8,2,1,96.52,15,118021802,23
2026-03-15,14:59:00,6,537,519,11,6,1,98.47,15,118021802,23
2026-03-15,15:14:00,6,504,488,12,4,0,99.61,15,118021802,23
2026-03-15,15:29:00,6,505,490,11,3,1,100.64,15,118021802,23
2026-03-15,15:44:00,6,483,462,17,4,0,104.54,15,118021802,23
2026-03-15,15:59:00,6,499,483,12,2,2,100.67,15,118021802,23
2026-03-15,16:14:00,6,559,534,24,1,0,99.28,15,118021802,23
2026-03-15,16:29:00,6,510,496,11,1,2,101.06,15,118021802,23
2026-03-15,16:44:00,6,501,487,12,1,1,99.71,15,118021802,23
2026-03-15,16:59:00,6,453,441,11,1,0,99.08,15,118021802,23
2026-03-15,17:14:00,6,434,423,8,1,2,99.44,15,118021802,23
2026-03-15,17:29:00,6,372,366,5,1,0,100.42,15,118021802,23
2026-03-15,17:44:00,6,397,380,9,3,5,100.43,15,118021802,23
2026-03-15,17:59:00,6,379,362,14,1,2,100.83,15,118021802,23
2026-03-15,18:14:00,6,390,373,14,3,0,100.38,15,118021802,23
2026-03-15,18:29:00,6,343,339,4,0,0,100.48,15,118021802,23
2026-03-15,18:44:00,6,368,353,11,1,3,100.54,15,118021802,23
2026-03-15,18:59:00,6,299,292,5,2,0,100.26,15,118021802,23
2026-03-15,19:14:00,6,250,243,5,0,2,101.31,15,118021802,23
2026-03-15,19:29:00,6,260,246,9,3,2,99.01,15,118021802,23
2026-03-15,19:44:00,6,239,231,7,0,1,97.94,15,118021802,23
2026-03-15,19:59:00,6,242,236,2,3,1,97.81,15,118021802,23
2026-03-15,20:14:00,6,194,189,3,1,1,100.14,15,118021802,23
2026-03-15,20:29:00,6,175,173,1,1,0,96.75,15,118021802,23
2026-03-15,20:44:00,6,167,159,4,0,4,102.38,15,118021802,23
2026-03-15,20:59:00,6,150,145,4,0,1,99.11,15,118021802,23
2026-03-15,21:14:00,6,115,114,1,0,0,101.67,15,118021802,23
2026-03-15,21:29:00,6,161,155,6,0,0,96.74,15,118021802,23
2026-03-15,21:44:00,6,138,131,7,0,0,96.96,15,118021802,23
2026-03-15,21:59:00,6,132,127,4,0,1,100.56,15,118021802,23
2026-03-15,22:14:00,6,99,94,4,0,1,99.52,15,118021802,23
2026-03-15,22:29:00,6,78,74,2,0,2,101.03,15,118021802,23
2026-03-15,22:44:00,6,73,61,6,2,4,101.72,15,118021802,23
2026-03-15,22:59:00,6,60,58,1,0,1,100.61,15,118021802,23
2026-03-15,23:14:00,6,55,51,2,1,1,101.57,15,118021802,23
2026-03-15,23:29:00,6,52,48,1,2,1,101.20,15,118021802,23
2026-03-15,23:44:00,6,37,34,1,1,1,100.78,15,118021802,23
2026-03-15,23:59:00,6,32,29,1,2,0,99.97,15,118021802,23
2026-03-16,00:14:00,0,43,41,1,1,0,103.21,15,118021802,23
2026-03-16,00:29:00,0,28,23,1,2,2,98.30,15,118021802,23
2026-03-16,00:44:00,0,16,15,0,1,0,97.44,15,118021802,23
2026-03-16,00:59:00,0,24,22,0,0,2,99.32,15,118021802,23
2026-03-16,01:14:00,0,19,15,2,0,2,99.70,15,118021802,23
2026-03-16,01:29:00,0,18,16,1,1,0,94.71,15,118021802,23
2026-03-16,01:44:00,0,12,10,0,0,2,92.92,15,118021802,23
2026-03-16,01:59:00,0,18,14,1,0,3,96.06,15,118021802,23
2026-03-16,02:14:00,0,12,10,0,0,2,98.33,15,118021802,23
2026-03-16,02:29:00,0,9,8,1,0,0,94.57,15,118021802,23
2026-03-16,02:44:00,0,8,7,0,0,1,105.53,15,118021802,23
2026-03-16,02:59:00,0,15,13,1,0,1,110.72,15,118021802,23
2026-03-16,03:14:00,0,14,10,2,0,2,95.26,15,118021802,23
2026-03-16,03:29:00,0,17,14,1,1,1,96.70,15,118021802,23
2026-03-16,03:44:00,0,11,9,1,0,1,103.07,15,118021802,23
2026-03-16,03:59:00,0,11,7,0,2,2,87.60,15,118021802,23
2026-03-16,04:14:00,0,17,10,3,1,3,91.22,15,118021802,23
2026-03-16,04:29:00,0,19,14,3,1,1,104.30,15,118021802,23
2026-03-16,04:44:00,0,27,16,1,4,6,97.34,15,118021802,23
2026-03-16,04:59:00,0,27,19,2,4,2,102.12,15,118021802,23
2026-03-16,05:14:00,0,39,29,3,2,5,97.95,15,118021802,23
2026-03-16,05:29:00,0,65,49,3,5,8,99.52,15,118021802,23
2026-03-16,05:44:00,0,107,80,6,5,16,101.05,15,118021802,23
2026-03-16,05:59:00,0,100,85,3,3,9,99.19,15,118021802,23
2026-03-16,06:14:00,0,143,111,9,3,20,96.99,15,118021802,23
2026-03-16,06:29:00,0,229,181,19,19,10,101.37,15,118021802,23
2026-03-16,06:44:00,0,312,257,25,17,13,98.61,15,118021802,23
2026-03-16,06:59:00,0,374,293,36,21,24,97.14,15,118021802,23
2026-03-16,07:14:00,0,410,348,34,12,16,97.16,15,118021802,23
2026-03-16,07:29:00,0,561,496,35,19,11,93.02,15,118021802,23
2026-03-16,07:44:00,0,636,580,38,13,5,93.49,15,118021802,23
2026-03-16,07:59:00,0,589,512,45,19,13,97.25,15,118021802,23
2026-03-16,08:14:00,0,601,522,49,21,9,99.40,15,118021802,23
2026-03-16,08:29:00,0,637,559,38,19,21,92.27,15,118021802,23
2026-03-16,08:44:00,0,674,560,64,34,16,91.26,15,118021802,23
2026-03-16,08:59:00,0,605,492,60,35,18,92.63,15,118021802,23
2026-03-16,09:14:00,0,539,453,48,25,13,93.06,15,118021802,23
2026-03-16,09:29:00,0,491,411,50,22,8,92.79,15,118021802,23
2026-03-16,09:44:00,0,424,364,34,11,15,95.49,15,118021802,23
2026-03-16,09:59:00,0,432,361,32,24,15,95.44,15,118021802,23
2026-03-16,10:14:00,0,425,352,41,15,17,93.15,15,118021802,23
2026-03-16,10:29:00,0,444,370,35,26,13,95.59,15,118021802,23
2026-03-16,10:44:00,0,456,382,41,22,11,94.15,15,118021802,23
2026-03-16,10:59:00,0,461,404,23,16,18,94.51,15,118021802,23
2026-03-16,11:14:00,0,444,384,30,12,18,95.07,15,118021802,23
2026-03-16,11:29:00,0,491,424,35,23,9,94.04,15,118021802,23
2026-03-16,11:44:00,0,463,408,26,17,12,94.80,15,118021802,23
2026-03-16,11:59:00,0,467,403,28,26,10,96.28,15,118021802,23
2026-03-16,12:14:00,0,499,437,29,20,13,95.25,15,118021802,23
2026-03-16,12:29:00,0,502,440,25,20,17,95.70,15,118021802,23
2026-03-16,12:44:00,0,541,487,41,6,7,95.64,15,118021802,23
2026-03-16,12:59:00,0,535,470,25,23,17,95.20,15,118021802,23
2026-03-16,13:14:00,0,505,452,24,13,16,101.22,15,118021802,23
2026-03-16,13:29:00,0,531,464,41,16,10,95.44,15,118021802,23
2026-03-16,13:44:00,0,520,460,42,10,8,94.66,15,118021802,23
2026-03-16,13:59:00,0,523,464,31,16,12,95.81,15,118021802,23
2026-03-16,14:14:00,0,479,422,30,15,12,96.80,15,118021802,23
2026-03-16,14:29:00,0,556,505,25,16,10,96.25,15,118021802,23
2026-03-16,14:44:00,0,525,482,20,14,9,97.52,15,118021802,23
2026-03-16,14:59:00,0,456,411,27,11,7,98.04,15,118021802,23
2026-03-16,15:14:00,0,655,590,40,12,13,97.30,15,118021802,23
2026-03-16,15:29:00,0,720,629,66,13,12,94.34,15,118021802,23
2026-03-16,15:44:00,0,759,682,46,15,16,95.57,15,118021802,23
2026-03-16,15:59:00,0,725,650,60,11,4,96.30,15,118021802,23
2026-03-16,16:14:00,0,837,758,59,12,8,96.41,15,118021802,23
2026-03-16,16:29:00,0,1020,931,71,11,7,92.97,15,118021802,23
2026-03-16,16:44:00,0,990,925,51,10,4,94.70,15,118021802,23
2026-03-16,16:59:00,0,936,872,48,8,8,95.84,15,118021802,23
2026-03-16,17:14:00,0,1043,986,41,4,12,92.74,15,118021802,23
2026-03-16,17:29:00,0,1034,989,31,2,12,93.73,15,118021802,23
2026-03-16,17:44:00,0,879,837,30,3,9,94.34,15,118021802,23
2026-03-16,17:59:00,0,695,662,26,4,3,93.12,15,118021802,23
2026-03-16,18:14:00,0,634,601,20,3,10,97.70,15,118021802,23
2026-03-16,18:29:00,0,550,520,18,4,8,97.29,15,118021802,23
2026-03-16,18:44:00,0,492,470,15,2,5,95.59,15,118021802,23
2026-03-16,18:59:00,0,430,404,18,1,7,93.15,15,118021802,23
2026-03-16,19:14:00,0,389,369,15,2,3,93.75,15,118021802,23
2026-03-16,19:29:00,0,388,364,13,5,6,98.46,15,118021802,23
2026-03-16,19:44:00,0,359,344,11,2,2,99.86,15,118021802,23
2026-03-16,19:59:00,0,277,266,7,2,2,101.19,15,118021802,23
2026-03-16,20:14:00,0,287,274,10,3,0,100.23,15,118021802,23
2026-03-16,20:29:00,0,254,237,10,1,6,98.90,15,118021802,23
2026-03-16,20:44:00,0,188,184,1,1,2,102.85,15,118021802,23
2026-03-16,20:59:00,0,213,204,6,1,2,101.88,15,118021802,23
2026-03-16,21:14:00,0,137,135,1,1,0,103.43,15,118021802,23
2026-03-16,21:29:00,0,174,170,1,2,1,100.99,15,118021802,23
2026-03-16,21:44:00,0,138,132,3,1,2,101.77,15,118021802,23
2026-03-16,21:59:00,0,133,128,3,0,2,101.99,15,118021802,23
2026-03-16,22:14:00,0,143,138,2,2,1,101.46,15,118021802,23
2026-03-16,22:29:00,0,101,96,3,1,1,102.39,15,118021802,23
2026-03-16,22:44:00,0,89,86,2,0,1,103.15,15,118021802,23
2026-03-16,22:59:00,0,66,57,3,2,4,97.21,15,118021802,23
2026-03-16,23:14:00,0,58,56,2,0,0,103.61,15,118021802,23
2026-03-16,23:29:00,0,64,62,1,1,0,102.42,15,118021802,23
2026-03-16,23:44:00,0,49,46,2,0,1,105.04,15,118021802,23
2026-03-16,23:59:00,0,28,26,0,0,2,97.81,15,118021802,23
2026-03-17,00:14:00,1,42,39,1,2,0,100.81,15,118021802,23
2026-03-17,00:29:00,1,35,28,3,2,2,98.13,15,118021802,23
2026-03-17,00:44:00,1,23,20,0,1,2,97.80,15,118021802,23
2026-03-17,00:59:00,1,25,25,0,0,0,105.50,15,118021802,23
2026-03-17,01:14:00,1,27,25,1,0,1,102.36,15,118021802,23
2026-03-17,01:29:00,1,20,17,0,1,2,97.73,15,118021802,23
2026-03-17,01:44:00,1,16,14,1,1,0,101.45,15,118021802,23
2026-03-17,01:59:00,1,17,13,0,1,3,94.31,15,118021802,23
2026-03-17,02:14:00,1,17,12,4,0,1,93.70,15,118021802,23
2026-03-17,02:29:00,1,8,8,0,0,0,95.63,15,118021802,23
2026-03-17,02:44:00,1,13,10,0,1,2,100.06,15,118021802,23
2026-03-17,02:59:00,1,10,9,1,0,0,94.39,15,118021802,23
2026-03-17,03:14:00,1,17,12,1,1,3,92.17,15,118021802,23
2026-03-17,03:29:00,1,15,13,0,1,1,92.60,15,118021802,23
2026-03-17,03:44:00,1,5,3,0,1,1,87.17,15,118021802,23
2026-03-17,03:59:00,1,17,10,3,0,4,105.27,15,118021802,23
2026-03-17,04:14:00,1,19,14,3,2,0,95.81,15,118021802,23
2026-03-17,04:29:00,1,15,8,3,2,2,89.79,15,118021802,23
2026-03-17,04:44:00,1,17,13,0,2,2,102.71,15,118021802,23
2026-03-17,04:59:00,1,41,26,2,5,8,94.43,15,118021802,23
2026-03-17,05:14:00,1,46,34,2,5,5,101.75,15,118021802,23
2026-03-17,05:29:00,1,67,52,4,6,5,95.57,15,118021802,23
2026-03-17,05:44:00,1,71,49,6,5,11,97.38,15,118021802,23
2026-03-17,05:59:00,1,104,81,4,9,10,99.57,15,118021802,23
2026-03-17,06:14:00,1,152,120,9,6,17,100.47,15,118021802,23
2026-03-17,06:29:00,1,227,181,17,11,18,98.58,15,118021802,23
2026-03-17,06:44:00,1,304,254,17,14,19,99.41,15,118021802,23
2026-03-17,06:59:00,1,382,309,27,21,25,98.57,15,118021802,23
2026-03-17,07:14:00,1,500,433,26,21,20,96.93,15,118021802,23
2026-03-17,07:29:00,1,607,535,40,22,10,99.87,15,118021802,23
2026-03-17,07:44:00,1,723,632,58,14,19,93.18,15,118021802,23
2026-03-17,07:59:00,1,704,627,46,24,7,93.66,15,118021802,23
2026-03-17,08:14:00,1,642,566,44,16,16,93.75,15,118021802,23
2026-03-17,08:29:00,1,670,563,55,37,15,93.07,15,118021802,23
2026-03-17,08:44:00,1,650,546,53,38,13,92.90,15,118021802,23
2026-03-17,08:59:00,1,560,485,42,20,13,95.10,15,118021802,23
2026-03-17,09:14:00,1,517,425,53,28,11,93.88,15,118021802,23
2026-03-17,09:29:00,1,425,351,40,21,13,95.22,15,118021802,23
2026-03-17,09:44:00,1,495,391,62,23,19,93.67,15,118021802,23
2026-03-17,09:59:00,1,436,349,46,24,17,97.58,15,118021802,23
2026-03-17,10:14:00,1,469,399,40,17,13,95.89,15,118021802,23
2026-03-17,10:29:00,1,471,402,32,24,13,95.46,15,118021802,23
2026-03-17,10:44:00,1,444,379,37,17,11,95.47,15,118021802,23
2026-03-17,10:59:00,1,463,394,37,18,14,94.31,15,118021802,23
2026-03-17,11:14:00,1,487,410,41,20,16,93.14,15,118021802,23
2026-03-17,11:29:00,1,480,408,44,17,11,96.02,15,118021802,23
2026-03-17,11:44:00,1,469,402,49,11,7,95.89,15,118021802,23
2026-03-17,11:59:00,1,521,460,28,22,11,94.18,15,118021802,23
2026-03-17,12:14:00,1,505,439,28,25,13,96.65,15,118021802,23
2026-03-17,12:29:00,1,524,466,30,13,15,93.43,15,118021802,23
2026-03-17,12:44:00,1,511,439,37,15,20,96.74,15,118021802,23
2026-03-17,12:59:00,1,519,456,31,15,17,95.71,15,118021802,23
2026-03-17,13:14:00,1,491,442,26,13,10,94.86,15,118021802,23
2026-03-17,13:29:00,1,516,444,42,14,16,98.89,15,118021802,23
2026-03-17,13:44:00,1,500,451,28,13,8,96.16,15,118021802,23
2026-03-17,13:59:00,1,506,456,26,15,9,95.33,15,118021802,23
2026-03-17,14:14:00,1,513,454,32,13,14,94.81,15,118021802,23
2026-03-17,14:29:00,1,570,514,31,18,7,95.36,15,118021802,23
2026-03-17,14:44:00,1,599,535,29,17,18,97.25,15,118021802,23
2026-03-17,14:59:00,1,629,579,30,13,7,96.71,15,118021802,23
2026-03-17,15:14:00,1,629,571,36,12,10,96.56,15,118021802,23
2026-03-17,15:29:00,1,698,618,52,12,16,96.17,15,118021802,23
2026-03-17,15:44:00,1,724,655,47,10,12,96.29,15,118021802,23
2026-03-17,15:59:00,1,748,675,56,11,6,96.97,15,118021802,23
2026-03-17,16:14:00,1,936,855,60,11,10,93.72,15,118021802,23
2026-03-17,16:29:00,1,824,761,45,6,12,95.94,15,118021802,23
2026-03-17,16:44:00,1,920,836,66,11,7,93.27,15,118021802,23
2026-03-17,16:59:00,1,907,852,39,8,8,93.77,15,118021802,23
2026-03-17,17:14:00,1,912,866,31,8,7,95.57,15,118021802,23
2026-03-17,17:29:00,1,925,866,44,8,7,93.80,15,118021802,23
2026-03-17,17:44:00,1,872,826,37,4,5,95.06,15,118021802,23
2026-03-17,17:59:00,1,769,728,24,5,12,97.97,15,118021802,23
2026-03-17,18:14:00,1,890,835,39,9,7,95.68,15,118021802,23
2026-03-17,18:29:00,1,798,756,32,3,7,94.85,15,118021802,23
2026-03-17,18:44:00,1,659,621,31,3,4,96.04,15,118021802,23
2026-03-17,18:59:00,1,451,429,15,4,3,98.30,15,118021802,23
2026-03-17,19:14:00,1,454,441,8,3,2,97.53,15,118021802,23
2026-03-17,19:29:00,1,434,416,16,0,2,98.64,15,118021802,23
2026-03-17,19:44:00,1,346,334,9,1,2,97.37,15,118021802,23
2026-03-17,19:59:00,1,314,302,9,3,0,99.45,15,118021802,23
2026-03-17,20:14:00,1,304,291,9,1,3,101.16,15,118021802,23
2026-03-17,20:29:00,1,253,244,4,0,5,99.13,15,118021802,23
2026-03-17,20:44:00,1,245,239,4,1,1,98.90,15,118021802,23
2026-03-17,20:59:00,1,198,190,1,3,4,100.58,15,118021802,23
2026-03-17,21:14:00,1,169,166,1,1,1,102.62,15,118021802,23
2026-03-17,21:29:00,1,194,191,0,0,3,99.82,15,118021802,23
2026-03-17,21:44:00,1,185,176,5,1,3,101.71,15,118021802,23
2026-03-17,21:59:00,1,149,139,5,2,3,103.22,15,118021802,23
2026-03-17,22:14:00,1,125,121,1,0,3,101.46,15,118021802,23
2026-03-17,22:29:00,1,131,125,2,3,1,102.27,15,118021802,23
2026-03-17,22:44:00,1,98,95,2,0,1,101.29,15,118021802,23
2026-03-17,22:59:00,1,82,76,1,2,3,100.33,15,118021802,23
2026-03-17,23:14:00,1,76,69,3,1,3,98.21,15,118021802,23
2026-03-17,23:29:00,1,52,46,0,3,3,98.78,15,118021802,23
2026-03-17,23:44:00,1,50,47,1,0,2,102.02,15,118021802,23
2026-03-17,23:59:00,1,42,40,0,0,2,102.00,15,118021802,23
2026-03-18,00:14:00,2,37,31,3,0,3,97.25,15,118021802,23
2026-03-18,00:29:00,2,34,31,1,0,2,101.11,15,118021802,23
2026-03-18,00:44:00,2,26,19,4,1,2,99.86,15,118021802,23
2026-03-18,00:59:00,2,27,25,1,0,1,99.01,15,118021802,23
2026-03-18,01:14:00,2,26,21,2,1,2,98.15,15,118021802,23
2026-03-18,01:29:00,2,28,26,1,0,1,100.04,15,118021802,23
2026-03-18,01:44:00,2,14,11,0,1,2,90.86,15,118021802,23
2026-03-18,01:59:00,2,17,16,0,0,1,98.11,15,118021802,23
2026-03-18,02:13:00,2,13,13,0,0,0,98.53,14,118021802,23
2026-03-18,02:29:00,2,18,15,1,0,2,99.49,15,118021802,23
2026-03-18,02:44:00,2,27,24,0,1,2,99.84,15,118021802,23
2026-03-18,02:59:00,2,14,11,0,1,2,93.93,15,118021802,23
2026-03-18,03:14:00,2,17,15,2,0,0,106.13,15,118021802,23
2026-03-18,03:29:00,2,13,9,1,0,3,91.92,15,118021802,23
2026-03-18,03:44:00,2,27,20,4,0,3,91.49,15,118021802,23
2026-03-18,03:59:00,2,10,8,0,2,0,92.22,14,118021802,23
2026-03-18,04:14:00,2,19,13,2,3,1,98.30,15,118021802,23
2026-03-18,04:29:00,2,14,9,1,1,3,97.19,15,118021802,23
2026-03-18,04:44:00,2,24,16,0,2,6,93.07,15,118021802,23
2026-03-18,04:59:00,2,27,17,3,2,4,96.60,14,118021802,23
2026-03-18,05:14:00,2,36,31,0,0,5,99.97,15,118021802,23
2026-03-18,05:29:00,2,57,41,2,6,8,97.40,15,118021802,23
2026-03-18,05:44:00,2,86,71,4,3,8,98.38,15,118021802,23
2026-03-18,05:59:00,2,99,73,6,9,11,98.55,15,118021802,23
2026-03-18,06:14:00,2,152,124,8,8,12,100.59,15,118021802,23
2026-03-18,06:29:00,2,217,172,17,8,20,102.22,15,118021802,23
2026-03-18,06:44:00,2,326,271,25,13,17,99.48,15,118021802,23
2026-03-18,06:59:00,2,375,304,26,22,23,97.38,15,118021802,23
2026-03-18,07:14:00,2,461,399,23,26,13,101.74,15,118021802,23
2026-03-18,07:29:00,2,612,538,35,24,15,94.16,15,118021802,23
2026-03-18,07:44:00,2,689,625,34,19,11,92.75,15,118021802,23
2026-03-18,07:59:00,2,615,533,39,21,22,97.95,15,118021802,23
2026-03-18,08:14:00,2,654,570,40,24,20,93.42,15,118021802,23
2026-03-18,08:29:00,2,629,533,55,25,16,96.84,15,118021802,23
2026-03-18,08:44:00,2,724,616,63,31,14,92.99,15,118021802,23
2026-03-18,08:59:00,2,629,534,57,33,5,94.07,15,118021802,23
2026-03-18,09:14:00,2,586,480,62,34,10,95.04,15,118021802,23
2026-03-18,09:29:00,2,553,458,50,31,14,97.27,15,118021802,23
2026-03-18,09:44:00,2,521,454,39,18,10,93.62,15,118021802,23
2026-03-18,09:59:00,2,512,454,30,19,9,95.26,15,118021802,23
2026-03-18,10:14:00,2,499,435,40,15,9,99.98,15,118021802,23
2026-03-18,10:29:00,2,502,436,31,22,13,94.22,15,118021802,23
2026-03-18,10:44:00,2,509,417,44,29,19,94.49,15,118021802,23
2026-03-18,10:59:00,2,497,432,34,13,18,93.43,15,118021802,23
2026-03-18,11:14:00,2,514,436,44,20,14,94.48,15,118021802,23
2026-03-18,11:29:00,2,518,449,41,22,6,94.98,15,118021802,23
2026-03-18,11:44:00,2,513,439,44,22,8,95.41,15,118021802,23
2026-03-18,11:59:00,2,510,436,27,24,23,95.00,15,118021802,23
2026-03-18,12:14:00,2,495,442,29,17,7,96.78,15,118021802,23
2026-03-18,12:29:00,2,536,478,31,12,15,94.99,15,118021802,23
2026-03-18,12:44:00,2,505,445,22,17,21,95.19,15,118021802,23
2026-03-18,12:59:00,2,517,457,34,13,13,94.10,15,118021802,23
2026-03-18,13:14:00,2,510,457,24,16,13,95.39,15,118021802,23
