TMU ID, Legacy TMU ID, Site Name
C6E971CACF64789BE0433CC411ACCCEA,30014331,TMU Site 9329/1 on A174 eastbound between A19 and A1044; GPS Ref: 447235;515054; Eastbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2026-03-10,19:29:00,1,399,383,10,3,3,103.24,15,118021802,23
2026-03-10,19:44:00,1,369,353,11,1,4,99.33,15,118021802,23
2026-03-10,19:59:00,1,297,286,6,2,3,98.01,15,118021802,23
2026-03-10,20:14:00,1,292,278,8,3,3,96.66,15,118021802,23
2026-03-10,20:29:00,1,250,239,5,4,2,100.38,15,118021802,23
2026-03-10,20:44:00,1,212,203,6,1,2,101.34,15,118021802,23
2026-03-10,20:59:00,1,181,173,4,1,3,102.54,15,118021802,23
2026-03-10,21:14:00,1,166,160,4,1,1,100.09,15,118021802,23
2026-03-10,21:29:00,1,176,169,4,1,2,101.28,15,118021802,23
2026-03-10,21:44:00,1,143,142,0,0,1,99.14,15,118021802,23
2026-03-10,21:59:00,1,118,113,1,0,4,99.51,15,118021802,23
2026-03-10,22:14:00,1,158,150,3,3,2,101.99,15,118021802,23
2026-03-10,22:29:00,1,122,117,3,1,1,102.05,15,118021802,23
2026-03-10,22:44:00,1,83,74,7,1,1,99.88,15,118021802,23
2026-03-10,22:59:00,1,63,61,2,0,0,102.49,15,118021802,23
2026-03-10,23:14:00,1,63,59,0,1,3,98.21,15,118021802,23
2026-03-10,23:29:00,1,61,57,3,0,1,103.53,15,118021802,23
2026-03-10,23:44:00,1,46,43,1,0,2,105.37,15,118021802,23
2026-03-10,23:59:00,1,31,29,1,0,1,101.30,15,118021802,23
2026-03-11,00:14:00,2,31,28,1,0,2,100.41,15,118021802,23
2026-03-11,00:29:00,2,17,15,0,0,2,96.57,15,118021802,23
2026-03-11,00:44:00,2,18,14,1,3,0,98.34,15,118021802,23
2026-03-11,00:59:00,2,16,13,0,0,3,96.87,15,118021802,23
2026-03-11,01:14:00,2,11,8,1,0,2,91.53,15,118021802,23
2026-03-11,01:29:00,2,11,9,0,0,2,93.38,15,118021802,23
2026-03-11,01:44:00,2,17,14,1,0,2,95.95,15,118021802,23
2026-03-11,01:59:00,2,17,15,1,1,0,97.24,15,118021802,23
2026-03-11,02:14:00,2,15,12,0,0,3,101.25,15,118021802,23
2026-03-11,02:29:00,2,25,19,3,0,3,100.34,15,118021802,23
2026-03-11,02:44:00,2,8,6,0,0,2,95.31,15,118021802,23
2026-03-11,02:59:00,2,11,7,2,0,2,85.92,15,118021802,23
2026-03-11,03:14:00,2,10,7,0,0,3,93.53,15,118021802,23
2026-03-11,03:29:00,2,11,8,1,0,2,95.33,15,118021802,23
2026-03-11,03:44:00,2,8,4,1,1,2,91.89,15,118021802,23
2026-03-11,03:59:00,2,14,12,0,1,1,96.91,15,118021802,23
2026-03-11,04:14:00,2,21,19,0,1,1,96.90,15,118021802,23
2026-03-11,04:29:00,2,17,11,1,1,4,87.61,15,118021802,23
2026-03-11,04:44:00,2,34,22,2,1,9,101.96,15,118021802,23
2026-03-11,04:59:00,2,44,34,2,3,5,96.12,15,118021802,23
2026-03-11,05:14:00,2,43,31,0,7,5,95.95,15,118021802,23
2026-03-11,05:29:00,2,61,45,2,7,7,96.05,15,118021802,23
2026-03-11,05:44:00,2,89,72,3,5,9,99.01,15,118021802,23
2026-03-11,05:59:00,2,84,62,3,6,13,95.05,15,118021802,23
2026-03-11,06:14:00,2,155,122,4,16,13,99.22,15,118021802,23
2026-03-11,06:29:00,2,189,160,13,5,11,101.52,15,118021802,23
2026-03-11,06:44:00,2,324,254,30,22,18,99.31,15,118021802,23
2026-03-11,06:59:00,2,356,304,21,16,15,98.02,15,118021802,23
2026-03-11,07:14:00,2,476,401,38,21,16,97.56,15,118021802,23
2026-03-11,07:29:00,2,680,599,45,25,11,94.28,15,118021802,23
2026-03-11,07:44:00,2,705,630,46,15,14,94.36,15,118021802,23
2026-03-11,07:59:00,2,659,562,45,35,17,92.95,15,118021802,23
2026-03-11,08:14:00,2,689,609,50,15,15,91.87,15,118021802,23
2026-03-11,08:29:00,2,663,562,49,33,19,93.46,15,118021802,23
2026-03-11,08:44:00,2,694,588,49,40,17,93.22,15,118021802,23
2026-03-11,08:59:00,2,578,476,53,36,13,96.48,15,118021802,23
2026-03-11,09:14:00,2,543,443,54,34,12,93.07,15,118021802,23
2026-03-11,09:29:00,2,500,430,34,18,18,94.03,15,118021802,23
2026-03-11,09:44:00,2,477,413,34,23,7,94.37,15,118021802,23
2026-03-11,09:59:00,2,442,386,31,17,8,95.04,15,118021802,23
2026-03-11,10:14:00,2,477,403,38,27,9,93.89,15,118021802,23
2026-03-11,10:29:00,2,460,395,40,15,10,97.59,15,118021802,23
2026-03-11,10:44:00,2,486,417,33,21,15,96.83,15,118021802,23
2026-03-11,10:59:00,2,477,400,39,25,13,94.50,15,118021802,23
2026-03-11,11:14:00,2,501,418,44,22,17,95.72,15,118021802,23
2026-03-11,11:29:00,2,501,426,36,26,13,95.48,15,118021802,23
2026-03-11,11:44:00,2,469,416,35,12,6,97.24,15,118021802,23
2026-03-11,11:59:00,2,473,398,38,21,16,98.34,14,118021802,23
2026-03-11,12:14:00,2,514,464,22,12,16,99.76,15,118021802,23
2026-03-11,12:29:00,2,517,462,33,15,7,96.46,15,118021802,23
2026-03-11,12:44:00,2,498,444,34,10,10,95.30,15,118021802,23
2026-03-11,12:59:00,2,523,478,25,8,12,96.42,15,118021802,23
2026-03-11,13:14:00,2,574,523,24,16,11,95.78,15,118021802,23
2026-03-11,13:29:00,2,511,460,24,13,14,95.33,15,118021802,23
2026-03-11,13:44:00,2,508,457,22,17,12,97.07,15,118021802,23
2026-03-11,13:59:00,2,556,496,31,16,13,96.67,15,118021802,23
2026-03-11,14:14:00,2,533,461,45,15,12,97.58,15,118021802,23
2026-03-11,14:29:00,2,606,521,42,21,22,95.55,15,118021802,23
2026-03-11,14:44:00,2,600,526,31,23,20,96.23,15,118021802,23
2026-03-11,14:59:00,2,659,582,39,17,21,95.36,15,118021802,23
2026-03-11,15:14:00,2,683,604,41,21,17,96.94,15,118021802,23
2026-03-11,15:29:00,2,715,636,46,11,22,95.82,15,118021802,23
2026-03-11,15:44:00,2,704,636,43,10,15,96.45,15,118021802,23
2026-03-11,15:59:00,2,866,778,52,13,23,91.60,15,118021802,23
2026-03-11,16:14:00,2,999,918,61,8,12,93.88,15,118021802,23
2026-03-11,16:29:00,2,973,905,47,7,14,93.95,15,118021802,23
2026-03-11,16:44:00,2,1032,950,63,9,10,93.49,15,118021802,23
2026-03-11,16:59:00,2,983,899,59,15,10,92.09,15,118021802,23
2026-03-11,17:14:00,2,1075,1019,41,7,8,91.42,15,118021802,23
2026-03-11,17:29:00,2,997,955,33,6,3,93.73,15,118021802,23
2026-03-11,17:44:00,2,928,882,31,7,8,93.95,15,118021802,23
2026-03-11,17:59:00,2,732,703,21,4,4,98.41,15,118021802,23
2026-03-11,18:14:00,2,700,666,24,6,4,97.54,15,118021802,23
2026-03-11,18:29:00,2,596,561,25,2,8,97.11,15,118021802,23
2026-03-11,18:44:00,2,564,531,20,5,8,95.38,15,118021802,23
2026-03-11,18:59:00,2,486,470,4,3,9,95.88,15,118021802,23
2026-03-11,19:14:00,2,424,408,10,3,3,97.51,15,118021802,23
2026-03-11,19:29:00,2,462,441,10,8,3,97.10,15,118021802,23
2026-03-11,19:44:00,2,371,354,11,4,2,95.88,15,118021802,23
2026-03-11,19:59:00,2,277,263,10,0,4,98.03,15,118021802,23
2026-03-11,20:14:00,2,277,270,4,3,0,99.25,15,118021802,23
2026-03-11,20:29:00,2,232,224,6,0,2,98.16,15,118021802,23
2026-03-11,20:44:00,2,182,174,5,1,2,102.14,15,118021802,23
2026-03-11,20:59:00,2,143,134,4,2,3,99.15,15,118021802,23
2026-03-11,21:14:00,2,123,119,3,0,1,102.69,15,118021802,23
2026-03-11,21:29:00,2,134,132,2,0,0,100.90,15,118021802,23
2026-03-11,21:44:00,2,169,166,1,0,2,101.26,15,118021802,23
2026-03-11,21:59:00,2,250,241,7,1,1,100.99,15,118021802,23
2026-03-11,22:14:00,2,252,248,3,0,1,102.37,15,118021802,23
2026-03-11,22:29:00,2,216,205,7,3,1,102.37,15,118021802,23
2026-03-11,22:44:00,2,173,164,5,1,3,98.40,15,118021802,23
2026-03-11,22:59:00,2,74,71,2,1,0,101.74,15,118021802,23
2026-03-11,23:14:00,2,80,76,3,0,1,99.24,15,118021802,23
2026-03-11,23:29:00,2,53,49,2,1,1,99.30,15,118021802,23
2026-03-11,23:44:00,2,42,34,0,2,6,96.08,15,118021802,23
2026-03-11,23:59:00,2,30,27,1,1,1,98.63,15,118021802,23
2026-03-12,00:14:00,3,29,24,1,0,4,92.63,15,118021802,23
2026-03-12,00:29:00,3,30,26,1,2,1,98.10,15,118021802,23
2026-03-12,00:44:00,3,18,17,0,1,0,99.63,15,118021802,23
2026-03-12,00:59:00,3,23,17,0,0,6,93.44,15,118021802,23
2026-03-12,01:14:00,3,12,11,0,0,1,94.34,15,118021802,23
2026-03-12,01:29:00,3,4,4,0,0,0,108.80,15,118021802,23
2026-03-12,01:44:00,3,11,9,1,0,1,100.27,15,118021802,23
2026-03-12,01:59:00,3,16,14,1,0,1,99.79,15,118021802,23
2026-03-12,02:14:00,3,9,7,1,0,1,93.14,15,118021802,23
2026-03-12,02:29:00,3,10,6,1,1,2,92.98,15,118021802,23
2026-03-12,02:44:00,3,15,9,3,0,3,97.74,15,118021802,23
2026-03-12,02:59:00,3,6,5,0,0,1,94.51,15,118021802,23
2026-03-12,03:14:00,3,11,6,1,1,3,94.14,15,118021802,23
2026-03-12,03:29:00,3,5,4,1,0,0,103.32,15,118021802,23
2026-03-12,03:44:00,3,14,8,0,3,3,91.70,15,118021802,23
2026-03-12,03:59:00,3,9,7,1,0,1,98.01,15,118021802,23
2026-03-12,04:14:00,3,14,9,3,1,1,84.59,15,118021802,23
2026-03-12,04:29:00,3,19,17,0,0,2,98.57,15,118021802,23
2026-03-12,04:44:00,3,25,17,2,0,6,90.22,15,118021802,23
2026-03-12,04:59:00,3,37,21,5,7,4,91.69,15,118021802,23
2026-03-12,05:14:00,3,31,24,1,1,5,99.68,15,118021802,23
2026-03-12,05:29:00,3,71,54,2,5,10,101.01,15,118021802,23
2026-03-12,05:44:00,3,80,57,4,8,11,97.98,15,118021802,23
2026-03-12,05:59:00,3,83,67,4,4,8,101.18,15,118021802,23
2026-03-12,06:14:00,3,150,122,8,10,10,100.97,15,118021802,23
2026-03-12,06:29:00,3,198,163,9,13,13,103.51,15,118021802,23
2026-03-12,06:44:00,3,286,236,28,6,16,99.47,15,118021802,23
2026-03-12,06:59:00,3,388,318,26,18,26,99.33,15,118021802,23
2026-03-12,07:14:00,3,449,387,29,18,15,102.01,15,118021802,23
2026-03-12,07:29:00,3,630,550,45,29,6,101.71,15,118021802,23
2026-03-12,07:44:00,3,713,622,50,25,16,92.90,15,118021802,23
2026-03-12,07:59:00,3,635,542,55,22,16,94.51,15,118021802,23
2026-03-12,08:14:00,3,660,570,49,27,14,94.69,15,118021802,23
2026-03-12,08:29:00,3,648,549,46,36,17,93.73,15,118021802,23
2026-03-12,08:44:00,3,693,578,63,34,18,92.22,15,118021802,23
2026-03-12,08:59:00,3,583,498,51,23,11,93.41,15,118021802,23
2026-03-12,09:14:00,3,442,357,41,28,16,100.24,15,118021802,23
2026-03-12,09:29:00,3,486,405,43,23,15,93.02,15,118021802,23
2026-03-12,09:44:00,3,426,349,35,30,12,99.22,15,118021802,23
2026-03-12,09:59:00,3,427,351,45,21,10,94.45,15,118021802,23
2026-03-12,10:14:00,3,439,374,24,23,18,93.87,15,118021802,23
2026-03-12,10:29:00,3,423,357,40,14,12,93.57,15,118021802,23
2026-03-12,10:44:00,3,391,330,27,23,11,95.44,15,118021802,23
2026-03-12,10:59:00,3,444,371,34,27,12,94.66,15,118021802,23
2026-03-12,11:14:00,3,487,412,42,19,14,93.30,15,118021802,23
2026-03-12,11:29:00,3,481,421,30,23,7,95.01,15,118021802,23
2026-03-12,11:44:00,3,474,414,29,18,13,94.80,15,118021802,23
2026-03-12,11:59:00,3,479,412,38,13,16,100.69,15,118021802,23
2026-03-12,12:14:00,3,480,435,22,14,9,94.48,15,118021802,23
2026-03-12,12:29:00,3,502,441,34,20,7,96.47,15,118021802,23
2026-03-12,12:44:00,3,492,440,29,10,13,94.40,15,118021802,23
2026-03-12,12:59:00,3,482,425,32,13,12,95.08,15,118021802,23
2026-03-12,13:14:00,3,471,417,26,16,12,95.92,15,118021802,23
2026-03-12,13:29:00,3,492,441,31,13,7,93.42,15,118021802,23
2026-03-12,13:44:00,3,519,453,31,20,15,92.76,15,118021802,23
2026-03-12,13:59:00,3,504,438,33,20,13,93.29,15,118021802,23
2026-03-12,14:14:00,3,494,439,38,10,7,94.65,15,118021802,23
2026-03-12,14:29:00,3,591,530,35,14,12,92.24,15,118021802,23
2026-03-12,14:44:00,3,605,542,33,18,12,94.24,15,118021802,23
2026-03-12,14:59:00,3,631,550,55,13,13,93.00,15,118021802,23
2026-03-12,15:14:00,3,667,602,32,13,20,93.82,15,118021802,23
2026-03-12,15:29:00,3,665,589,53,10,13,92.48,15,118021802,23
2026-03-12,15:44:00,3,760,674,55,17,14,91.66,15,118021802,23
2026-03-12,15:59:00,3,764,693,54,11,6,93.25,15,118021802,23
2026-03-12,16:14:00,3,766,711,46,4,5,94.44,15,118021802,23
2026-03-12,16:29:00,3,778,716,43,9,10,89.24,15,118021802,23
2026-03-12,16:44:00,3,764,712,41,9,2,82.64,15,118021802,23
2026-03-12,16:59:00,3,875,811,48,8,8,85.62,15,118021802,23
2026-03-12,17:14:00,3,874,831,31,6,6,86.47,15,118021802,23
2026-03-12,17:29:00,3,808,774,26,5,3,87.20,15,118021802,23
2026-03-12,17:44:00,3,780,738,30,6,6,87.66,15,118021802,23
2026-03-12,17:59:00,3,747,717,22,4,4,85.76,15,118021802,23
2026-03-12,18:14:00,3,630,602,21,1,6,87.73,15,118021802,23
2026-03-12,18:29:00,3,526,498,20,3,5,92.63,15,118021802,23
2026-03-12,18:44:00,3,493,473,12,3,5,91.07,15,118021802,23
2026-03-12,18:59:00,3,440,423,10,3,4,94.83,15,118021802,23
2026-03-12,19:14:00,3,467,452,8,6,1,93.67,15,118021802,23
2026-03-12,19:29:00,3,476,449,20,3,4,94.56,15,118021802,23
2026-03-12,19:44:00,3,365,347,10,5,3,93.03,15,118021802,23
2026-03-12,19:59:00,3,316,302,8,2,4,96.93,15,118021802,23
2026-03-12,20:14:00,3,277,266,7,1,3,97.00,15,118021802,23
2026-03-12,20:29:00,3,253,242,5,5,1,97.50,15,118021802,23
2026-03-12,20:44:00,3,207,195,7,4,1,96.55,15,118021802,23
2026-03-12,20:59:00,3,180,167,11,1,1,95.35,15,118021802,23
2026-03-12,21:14:00,3,191,179,7,3,2,95.79,15,118021802,23
2026-03-12,21:29:00,3,168,160,3,2,3,97.55,15,118021802,23
2026-03-12,21:44:00,3,144,139,3,1,1,102.44,15,118021802,23
2026-03-12,21:59:00,3,150,149,1,0,0,99.76,15,118021802,23
2026-03-12,22:14:00,3,163,158,1,1,3,100.03,15,118021802,23
2026-03-12,22:29:00,3,117,113,2,1,1,102.64,15,118021802,23
2026-03-12,22:44:00,3,88,83,2,1,2,103.84,15,118021802,23
2026-03-12,22:59:00,3,84,80,1,0,3,99.64,15,118021802,23
2026-03-12,23:14:00,3,62,58,2,0,2,102.18,15,118021802,23
2026-03-12,23:29:00,3,59,55,1,1,2,101.84,15,118021802,23
2026-03-12,23:44:00,3,58,54,1,1,2,97.48,15,118021802,23
2026-03-12,23:59:00,3,45,44,1,0,0,102.02,15,118021802,23
2026-03-13,00:14:00,4,40,36,1,1,2,98.25,15,118021802,23
2026-03-13,00:29:00,4,42,38,0,1,3,102.07,15,118021802,23
2026-03-13,00:44:00,4,29,28,0,0,1,97.21,15,118021802,23
2026-03-13,00:59:00,4,32,30,0,0,2,93.91,15,118021802,23
2026-03-13,01:14:00,4,23,20,0,1,2,96.63,15,118021802,23
2026-03-13,01:29:00,4,28,26,1,0,1,96.92,15,118021802,23
2026-03-13,01:44:00,4,13,8,0,0,5,85.78,15,118021802,23
2026-03-13,01:59:00,4,16,14,0,1,1,103.14,15,118021802,23
2026-03-13,02:14:00,4,16,16,0,0,0,95.77,15,118021802,23
2026-03-13,02:29:00,4,14,13,1,0,0,111.71,15,118021802,23
2026-03-13,02:44:00,4,13,5,1,1,6,89.19,15,118021802,23
2026-03-13,02:59:00,4,7,5,0,0,2,84.79,15,118021802,23
2026-03-13,03:14:00,4,12,6,1,1,4,95.53,15,118021802,23
2026-03-13,03:29:00,4,15,11,2,2,0,104.88,15,118021802,23
2026-03-13,03:44:00,4,13,9,0,1,3,85.36,15,118021802,23
2026-03-13,03:59:00,4,14,12,1,0,1,100.96,15,118021802,23
2026-03-13,04:14:00,4,18,14,1,3,0,93.27,15,118021802,23
2026-03-13,04:29:00,4,21,14,1,1,5,90.80,15,118021802,23
2026-03-13,04:44:00,4,26,19,0,3,4,96.20,15,118021802,23
2026-03-13,04:59:00,4,21,16,3,1,1,97.10,15,118021802,23
2026-03-13,05:14:00,4,51,32,5,5,9,94.09,15,118021802,23
2026-03-13,05:29:00,4,64,49,2,2,11,95.58,15,118021802,23
2026-03-13,05:44:00,4,74,60,2,2,10,99.43,15,118021802,23
2026-03-13,05:59:00,4,85,66,7,6,6,97.62,15,118021802,23
2026-03-13,06:14:00,4,131,103,6,11,11,97.55,15,118021802,23
2026-03-13,06:29:00,4,202,155,13,16,18,96.86,15,118021802,23
2026-03-13,06:44:00,4,274,231,18,10,15,99.43,15,118021802,23
2026-03-13,06:59:00,4,294,239,24,11,20,93.61,15,118021802,23
2026-03-13,07:14:00,4,462,399,25,21,17,94.90,15,118021802,23
2026-03-13,07:29:00,4,544,468,35,21,20,95.62,15,118021802,23
2026-03-13,07:44:00,4,670,597,31,29,13,91.06,15,118021802,23
2026-03-13,07:59:00,4,626,539,46,27,14,96.14,15,118021802,23
2026-03-13,08:14:00,4,663,569,46,31,17,92.68,15,118021802,23
2026-03-13,08:29:00,4,593,488,56,30,19,97.03,15,118021802,23
2026-03-13,08:44:00,4,552,453,57,28,14,98.41,15,118021802,23
2026-03-13,08:59:00,4,484,410,42,23,9,95.10,15,118021802,23
2026-03-13,09:14:00,4,501,450,34,12,5,95.45,15,118021802,23
2026-03-13,09:29:00,4,477,392,51,21,13,96.49,15,118021802,23
2026-03-13,09:44:00,4,491,408,45,27,11,98.49,15,118021802,23
2026-03-13,09:59:00,4,490,414,35,23,18,94.11,15,118021802,23
2026-03-13,10:14:00,4,493,417,49,17,10,95.11,15,118021802,23
2026-03-13,10:29:00,4,520,456,37,16,11,96.27,15,118021802,23
2026-03-13,10:44:00,4,483,421,28,25,9,98.65,15,118021802,23
2026-03-13,10:59:00,4,542,472,39,17,14,94.74,15,118021802,23
2026-03-13,11:14:00,4,529,458,33,22,16,101.30,15,118021802,23
2026-03-13,11:29:00,4,553,477,38,24,14,94.03,15,118021802,23
2026-03-13,11:44:00,4,595,526,35,21,13,95.70,15,118021802,23
2026-03-13,11:59:00,4,615,552,37,17,9,99.08,15,118021802,23
2026-03-13,12:14:00,4,601,537,37,12,15,96.89,15,118021802,23
2026-03-13,12:29:00,4,607,543,32,18,14,97.42,15,118021802,23
2026-03-13,12:44:00,4,637,565,44,14,14,97.45,15,118021802,23
2026-03-13,12:59:00,4,649,585,37,12,15,96.72,15,118021802,23
2026-03-13,13:14:00,4,648,589,33,14,12,95.75,15,118021802,23
2026-03-13,13:29:00,4,686,626,35,20,5,95.88,15,118021802,23
2026-03-13,13:44:00,4,689,616,41,19,13,94.88,15,118021802,23
2026-03-13,13:59:00,4,603,530,41,17,15,97.40,15,118021802,23
2026-03-13,14:14:00,4,683,615,39,15,14,96.06,15,118021802,23
2026-03-13,14:29:00,4,726,652,50,14,10,97.51,15,118021802,23
2026-03-13,14:44:00,4,797,726,50,11,10,95.29,15,118021802,23
2026-03-13,14:59:00,4,775,707,42,15,11,95.39,15,118021802,23
2026-03-13,15:14:00,4,819,734,53,12,20,96.21,15,118021802,23
2026-03-13,15:29:00,4,873,781,66,14,12,95.60,15,118021802,23
2026-03-13,15:44:00,4,848,782,45,6,15,94.23,15,118021802,23
2026-03-13,15:59:00,4,887,815,49,9,14,94.52,15,118021802,23
2026-03-13,16:14:00,4,895,836,42,8,9,95.34,15,118021802,23
2026-03-13,16:29:00,4,847,793,35,11,8,96.53,15,118021802,23
2026-03-13,16:44:00,4,858,804,43,7,4,95.88,15,118021802,23
2026-03-13,16:59:00,4,881,832,34,10,5,93.42,15,118021802,23
2026-03-13,17:14:00,4,864,824,30,7,3,92.13,15,118021802,23
2026-03-13,17:29:00,4,865,812,41,4,8,93.96,15,118021802,23
2026-03-13,17:44:00,4,736,706,24,3,3,97.53,15,118021802,23
2026-03-13,17:59:00,4,614,584,23,3,4,100.21,15,118021802,23
2026-03-13,18:14:00,4,647,621,20,4,2,98.90,15,118021802,23
2026-03-13,18:29:00,4,547,515,22,4,6,97.73,15,118021802,23
2026-03-13,18:44:00,4,533,514,14,0,5,98.49,15,118021802,23
2026-03-13,18:59:00,4,478,459,13,3,3,96.58,15,118021802,23
2026-03-13,19:14:00,4,450,425,21,1,3,98.15,15,118021802,23
2026-03-13,19:29:00,4,396,383,13,1,0,100.14,14,118021802,23
2026-03-13,19:44:00,4,405,391,10,2,2,100.70,15,118021802,23
2026-03-13,19:59:00,4,328,318,6,3,1,100.11,15,118021802,23
2026-03-13,20:14:00,4,278,264,8,4,2,99.20,15,118021802,23
2026-03-13,20:29:00,4,260,252,6,2,0,102.71,15,118021802,23
2026-03-13,20:44:00,4,272,264,7,0,1,100.64,15,118021802,23
2026-03-13,20:59:00,4,252,243,7,0,2,99.54,15,118021802,23
2026-03-13,21:14:00,4,203,192,5,3,3,101.65,15,118021802,23
2026-03-13,21:29:00,4,196,193,1,1,1,100.65,15,118021802,23
2026-03-13,21:44:00,4,207,203,3,0,1,100.38,15,118021802,23
2026-03-13,21:59:00,4,201,193,4,1,3,100.55,15,118021802,23
2026-03-13,22:14:00,4,184,181,2,1,0,101.70,15,118021802,23
2026-03-13,22:29:00,4,128,124,3,1,0,102.71,15,118021802,23
2026-03-13,22:44:00,4,142,138,3,0,1,99.55,15,118021802,23
2026-03-13,22:59:00,4,124,120,3,0,1,100.35,15,118021802,23
2026-03-13,23:14:00,4,100,97,3,0,0,105.31,15,118021802,23
2026-03-13,23:29:00,4,118,113,4,1,0,104.28,15,118021802,23
2026-03-13,23:44:00,4,89,83,3,0,3,103.80,15,118021802,23
2026-03-13,23:59:00,4,60,59,0,0,1,104.77,15,118021802,23
2026-03-14,00:14:00,5,82,78,2,2,0,101.67,15,118021802,23
2026-03-14,00:29:00,5,63,60,0,0,3,108.75,15,118021802,23
2026-03-14,00:44:00,5,40,38,2,0,0,97.80,15,118021802,23
2026-03-14,00:59:00,5,47,41,1,3,2,96.48,15,118021802,23
2026-03-14,01:14:00,5,29,25,2,2,0,97.10,15,118021802,23
2026-03-14,01:29:00,5,28,22,0,2,4,90.94,15,118021802,23
2026-03-14,01:44:00,5,24,23,0,1,0,93.07,15,118021802,23
2026-03-14,01:59:00,5,18,13,1,2,2,89.59,15,118021802,23
2026-03-14,02:14:00,5,21,16,1,3,1,96.00,15,118021802,23
2026-03-14,02:29:00,5,10,9,0,0,1,93.18,15,118021802,23
2026-03-14,02:44:00,5,12,11,1,0,0,108.14,15,118021802,23
2026-03-14,02:59:00,5,17,13,2,0,2,103.43,15,118021802,23
2026-03-14,03:14:00,5,20,18,2,0,0,96.54,15,118021802,23
2026-03-14,03:29:00,5,8,7,1,0,0,103.99,15,118021802,23
2026-03-14,03:44:00,5,20,19,1,0,0,101.95,15,118021802,23
2026-03-14,03:59:00,5,17,14,3,0,0,93.89,15,118021802,23
2026-03-14,04:14:00,5,21,15,0,1,5,103.88,14,118021802,23
2026-03-14,04:29:00,5,20,14,1,0,5,93.15,15,118021802,23
2026-03-14,04:44:00,5,18,16,0,2,0,98.30,15,118021802,23
2026-03-14,04:59:00,5,35,28,3,2,2,101.71,15,118021802,23
2026-03-14,05:14:00,5,33,25,2,1,5,97.92,15,118021802,23
2026-03-14,05:29:00,5,44,35,2,4,2,98.21,14,118021802,23
2026-03-14,05:44:00,5,64,53,4,3,4,99.72,15,118021802,23
2026-03-14,05:59:00,5,52,45,4,1,2,102.50,15,118021802,23
2026-03-14,06:14:00,5,67,57,1,6,3,103.76,15,118021802,23
2026-03-14,06:29:00,5,91,80,4,4,3,103.59,15,118021802,23
2026-03-14,06:44:00,5,127,104,15,5,3,100.75,15,118021802,23
2026-03-14,06:59:00,5,113,100,6,2,5,101.37,15,118021802,23
2026-03-14,07:14:00,5,128,107,10,5,6,100.94,15,118021802,23
2026-03-14,07:29:00,5,133,115,11,4,3,98.29,15,118021802,23
2026-03-14,07:44:00,5,186,165,11,6,4,100.06,15,118021802,23
2026-03-14,07:59:00,5,197,174,12,8,3,99.75,15,118021802,23
2026-03-14,08:14:00,5,236,215,5,9,7,98.09,15,118021802,23
2026-03-14,08:29:00,5,312,283,12,15,2,100.24,15,118021802,23
2026-03-14,08:44:00,5,415,385,17,7,6,98.97,15,118021802,23
2026-03-14,08:59:00,5,395,372,13,8,2,101.25,15,118021802,23
2026-03-14,09:14:00,5,377,351,19,6,1,100.67,15,118021802,23
2026-03-14,09:29:00,5,424,399,17,4,4,99.35,15,118021802,23
2026-03-14,09:44:00,5,488,464,16,6,2,100.41,15,118021802,23
2026-03-14,09:59:00,5,502,479,14,7,2,99.25,15,118021802,23
2026-03-14,10:14:00,5,571,541,21,6,3,98.87,15,118021802,23
2026-03-14,10:29:00,5,636,606,22,4,4,98.03,15,118021802,23
2026-03-14,10:44:00,5,660,637,19,3,1,96.52,15,118021802,23
2026-03-14,10:59:00,5,589,558,14,10,7,97.78,15,118021802,23
2026-03-14,11:14:00,5,739,710,26,2,1,96.83,15,118021802,23
2026-03-14,11:29:00,5,696,654,29,11,2,95.93,15,118021802,23
2026-03-14,11:44:00,5,682,651,22,6,3,95.36,15,118021802,23
2026-03-14,11:59:00,5,754,717,28,6,3,96.76,15,118021802,23
2026-03-14,12:14:00,5,815,788,21,4,2,96.53,15,118021802,23
2026-03-14,12:29:00,5,716,696,16,2,2,97.57,15,118021802,23
2026-03-14,12:44:00,5,689,656,30,0,3,98.51,15,118021802,23
2026-03-14,12:59:00,5,587,558,25,3,1,98.91,15,118021802,23
2026-03-14,13:14:00,5,624,604,14,4,2,99.89,15,118021802,23
2026-03-14,13:29:00,5,593,561,21,10,1,98.44,15,118021802,23
2026-03-14,13:44:00,5,587,567,16,2,2,97.65,15,118021802,23
2026-03-14,13:59:00,5,565,534,19,12,0,98.05,15,118021802,23
2026-03-14,14:14:00,5,682,656,18,7,1,96.95,15,118021802,23
2026-03-14,14:29:00,5,563,544,16,3,0,101.20,15,118021802,23
2026-03-14,14:44:00,5,634,614,18,2,0,98.64,15,118021802,23
2026-03-14,14:59:00,5,618,582,29,7,0,97.88,15,118021802,23
2026-03-14,15:14:00,5,691,662,21,5,3,98.69,15,118021802,23
2026-03-14,15:29:00,5,639,607,21,7,4,98.78,15,118021802,23
2026-03-14,15:44:00,5,614,597,11,3,3,100.10,15,118021802,23
2026-03-14,15:59:00,5,612,582,20,6,4,98.62,15,118021802,23
2026-03-14,16:14:00,5,600,573,25,1,1,98.94,15,118021802,23
