#{"t_start": 1787958908.5660124, "env_id": "None"}
r,l,t
-1.305538,12,595.618372
0.259142,12,596.654191
0.206721,12,597.841151
-0.045576,12,598.809116
-0.534361,12,599.986037
0.459495,12,600.968483
-0.63699,12,602.053375
-1.671319,12,603.043178
-0.808041,12,604.044371
-1.285175,12,605.012976
-0.758305,12,605.819502
-0.616546,12,606.749402
-0.10757,12,607.81844
0.093745,12,608.867517
0.906087,12,609.65805
0.181522,12,610.629255
0.22455,12,611.733671
0.080978,12,612.77289
-0.676541,12,613.758492
1.291876,12,614.741627
0.642482,12,615.536112
-1.044366,12,616.473911
0.100959,12,617.383087
-0.679986,12,618.268298
0.149414,12,619.240154
0.315787,12,620.031429
-1.047435,12,621.035115
-0.33135,12,621.930469
-1.170961,12,622.893664
0.185209,12,623.83567
-0.126161,12,624.860277
-0.664327,12,625.688545
0.05202,12,626.627309
-0.660389,12,627.549688
-0.555947,12,628.50813
-1.072108,12,629.294165
-0.105762,12,630.384101
-0.989871,12,631.853626
-1.234698,12,632.722204
-0.312845,12,633.706098
-0.39043,12,634.601177
0.453267,12,635.66284
0.173929,12,636.568784
-0.795296,12,637.510349
0.156344,12,638.678652
-0.673425,12,639.654805
-1.7386,12,640.712858
-0.438886,12,641.756517
-0.542665,12,642.704379
-1.380752,12,643.855191
0.209682,12,644.744637
0.414068,12,645.85642
-0.422029,12,646.87053
-0.835269,12,647.839679
-0.675218,12,648.791377
-0.418544,12,649.721492
-0.284925,12,650.677479
0.854045,12,651.568112
0.003945,12,652.474872
0.395002,12,653.438778
0.31302,12,654.277025
-1.564086,12,655.20623
-0.444031,12,656.150455
0.518086,12,657.162686
0.338114,12,657.988316
-0.438039,12,658.818618
0.25335,12,659.681135
-0.342361,12,660.682573
-0.574913,12,661.706958
0.199161,12,662.639523
-0.308852,12,663.574444
0.317064,12,664.591652
0.103047,12,665.569871
-0.487357,12,666.511608
0.139807,12,667.4926
-0.354726,12,668.481623
-0.498965,12,669.447919
0.815195,12,670.433215
-0.656024,12,671.409137
0.006815,12,672.783975
-0.104563,12,673.716357
-0.062938,12,674.711548
-0.543898,12,675.843286
0.440287,12,676.77067
-0.217883,12,677.786181
-0.458195,12,678.738747
-0.872467,12,679.740888
-0.167758,12,680.799866
0.468554,12,681.764171
-0.653043,12,682.62991
0.099661,12,683.735056
0.764913,12,684.572834
-0.543798,12,685.608577
-0.604632,12,686.678886
-0.669559,12,687.619831
-0.222598,12,688.641182
0.294074,12,689.72435
-1.87498,12,690.751705
0.516625,12,691.716922
-0.758022,12,692.758069
0.966026,12,693.801839
-0.576642,12,694.781996
0.163832,12,695.793306
-0.876086,12,696.987697
0.234693,12,698.075059
-0.46554,12,699.042104
0.44648,12,700.038884
-1.126406,12,701.008195
-0.139253,12,701.898986
-0.090289,12,702.816827
-0.109742,12,703.890336
0.285838,12,704.774396
0.030547,12,705.809208
-0.600143,12,706.787963
0.164161,12,707.633942
0.067263,12,708.816158
0.100255,12,709.8576
-0.546745,12,710.86977
0.135614,12,711.789392
-0.289364,12,712.749256
1.381009,12,713.664243
-1.009506,12,714.64541
-0.190119,12,716.191506
0.840843,12,717.145434
0.281867,12,718.134561
-0.316941,12,719.023988
-1.275277,12,720.061786
0.42495,12,721.088981
-0.06219,12,722.089475
-0.312414,12,722.957864
-0.03024,12,724.073875
-0.617563,12,725.080159
0.363955,12,726.020555
0.560021,12,727.003896
