local_date,local_time,day_type_id,total_carriageway_flow,vehicles_less_5_2m,vehicles_5_21m_6_6m,vehicles_6_61m_11_6m,vehicles_above_11_6m,speed_value,quality_index,network_link_id,ntis_model_version,timestamp,vehicle_count,vehicle_length_total,pct_vehicles_less_5_2m,pct_vehicles_5_21m_6_6m,pct_vehicles_6_61m_11_6m,pct_vehicles_above_11_6m,hour,minute,day_of_week,day_of_month,month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,vehicle_count_change,speed_change,vehicle_count_rolling_mean_1h,vehicle_count_rolling_std_1h,speed_rolling_mean_1h,density_proxy,queue_proxy
2026-03-10,06:59:00,1.0,352.0,299.0,33.0,8.0,12.0,95.7,15.0,118021802.0,23.0,2026-03-10 06:59:00,352.0,352.0,84.94318181818183,9.375,2.272727272727273,3.4090909090909087,6,59,1,10,3,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,51.0,-5.179999999999993,252.75,87.9749017239196,99.315,0.3194192377495463,0.0
2026-03-10,07:14:00,1.0,490.0,428.0,37.0,10.0,15.0,99.07,15.0,118021802.0,23.0,2026-03-10 07:14:00,490.0,490.0,87.34693877551021,7.551020408163265,2.0408163265306123,3.061224489795918,7,14,1,10,3,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,138.0,3.3699999999999903,332.75,125.24476036944611,98.9125,0.44464609800362975,0.0
2026-03-10,07:29:00,1.0,630.0,557.0,45.0,15.0,13.0,95.69,15.0,118021802.0,23.0,2026-03-10 07:29:00,630.0,630.0,88.4126984126984,7.142857142857142,2.380952380952381,2.0634920634920633,7,29,1,10,3,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,140.0,-3.3799999999999955,443.25,147.89945909299325,97.83500000000001,0.5716878402903811,0.0
2026-03-10,07:44:00,1.0,675.0,601.0,43.0,20.0,11.0,93.37,15.0,118021802.0,23.0,2026-03-10 07:44:00,675.0,675.0,89.03703703703704,6.37037037037037,2.9629629629629632,1.6296296296296295,7,44,1,10,3,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,45.0,-2.319999999999993,536.75,146.2039101164306,95.95750000000001,0.6125226860254084,202.5
2026-03-10,07:59:00,1.0,629.0,550.0,46.0,23.0,10.0,99.67,15.0,118021802.0,23.0,2026-03-10 07:59:00,629.0,629.0,87.44038155802862,7.3131955484896665,3.6565977742448332,1.5898251192368837,7,59,1,10,3,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-46.0,6.299999999999997,606.0,80.25376419001569,96.94999999999999,0.5707803992740472,0.0
2026-03-10,08:14:00,1.0,721.0,618.0,57.0,28.0,18.0,91.56,15.0,118021802.0,23.0,2026-03-10 08:14:00,721.0,721.0,85.71428571428571,7.905686546463246,3.8834951456310676,2.496532593619972,8,14,1,10,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,92.0,-8.11,663.75,43.782606896650705,95.0725,0.6542649727767695,216.29999999999998
2026-03-10,08:29:00,1.0,621.0,533.0,49.0,29.0,10.0,93.92,15.0,118021802.0,23.0,2026-03-10 08:29:00,621.0,621.0,85.82930756843801,7.890499194847021,4.669887278582931,1.610305958132045,8,29,1,10,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-100.0,2.3599999999999994,661.5,46.256531070397465,94.63000000000001,0.5635208711433757,186.29999999999998
2026-03-10,08:44:00,1.0,662.0,558.0,53.0,33.0,18.0,92.68,15.0,118021802.0,23.0,2026-03-10 08:44:00,662.0,662.0,84.29003021148036,8.006042296072508,4.984894259818732,2.719033232628399,8,44,1,10,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,41.0,-1.2399999999999949,658.25,45.44135414648915,94.4575,0.6007259528130672,198.6
2026-03-10,08:59:00,1.0,541.0,454.0,44.0,30.0,13.0,93.24,15.0,118021802.0,23.0,2026-03-10 08:59:00,541.0,541.0,83.91866913123845,8.133086876155268,5.545286506469501,2.4029574861367835,8,59,1,10,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-121.0,0.5599999999999881,636.25,75.61029471352857,92.85000000000001,0.4909255898366606,0.0
2026-03-10,09:14:00,1.0,521.0,440.0,43.0,32.0,6.0,93.59,15.0,118021802.0,23.0,2026-03-10 09:14:00,521.0,521.0,84.45297504798465,8.253358925143955,6.142034548944338,1.1516314779270633,9,14,1,10,3,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-20.0,0.3500000000000085,586.25,66.45988765162522,93.3575,0.4727767695099819,0.0
2026-03-10,09:29:00,1.0,488.0,408.0,47.0,26.0,7.0,94.69,15.0,118021802.0,23.0,2026-03-10 09:29:00,488.0,488.0,83.60655737704919,9.631147540983607,5.327868852459016,1.4344262295081966,9,29,1,10,3,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-33.0,1.0999999999999943,553.0,75.88148654316136,93.55,0.44283121597096187,0.0
2026-03-10,09:44:00,1.0,523.0,436.0,48.0,26.0,13.0,98.1,15.0,118021802.0,23.0,2026-03-10 09:44:00,523.0,523.0,83.36520076481835,9.177820267686425,4.97131931166348,2.48565965583174,9,44,1,10,3,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,35.0,3.4099999999999966,518.25,22.08128921356971,94.905,0.4745916515426497,0.0
2026-03-10,09:59:00,1.0,467.0,390.0,34.0,29.0,14.0,93.48,15.0,118021802.0,23.0,2026-03-10 09:59:00,467.0,467.0,83.5117773019272,7.28051391862955,6.209850107066381,2.9978586723768736,9,59,1,10,3,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-56.0,-4.61999999999999,499.75,27.097047809678035,94.965,0.4237749546279492,0.0
2026-03-10,10:14:00,1.0,414.0,363.0,28.0,14.0,9.0,95.43,15.0,118021802.0,23.0,2026-03-10 10:14:00,414.0,414.0,87.68115942028986,6.763285024154589,3.3816425120772946,2.1739130434782608,10,14,1,10,3,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-53.0,1.9500000000000028,473.0,45.614325235244294,95.42500000000001,0.37568058076225047,0.0
2026-03-10,10:29:00,1.0,482.0,401.0,36.0,20.0,25.0,93.9,15.0,118021802.0,23.0,2026-03-10 10:29:00,482.0,482.0,83.19502074688798,7.468879668049793,4.149377593360995,5.186721991701245,10,29,1,10,3,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,68.0,-1.5300000000000011,471.5,45.051822012729346,95.2275,0.43738656987295826,0.0
2026-03-10,10:44:00,1.0,472.0,405.0,36.0,22.0,9.0,94.38,15.0,118021802.0,23.0,2026-03-10 10:44:00,472.0,472.0,85.80508474576271,7.627118644067797,4.661016949152542,1.9067796610169492,10,44,1,10,3,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-10.0,0.47999999999998977,458.75,30.47813423860857,94.2975,0.4283121597096189,0.0
2026-03-10,10:59:00,1.0,450.0,396.0,23.0,15.0,16.0,95.59,15.0,118021802.0,23.0,2026-03-10 10:59:00,450.0,450.0,88.0,5.111111111111112,3.3333333333333335,3.5555555555555554,10,59,1,10,3,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-22.0,1.210000000000008,454.5,30.12750681132848,94.82500000000002,0.40834845735027225,0.0
2026-03-10,11:14:00,1.0,490.0,431.0,32.0,12.0,15.0,95.4,15.0,118021802.0,23.0,2026-03-10 11:14:00,490.0,490.0,87.95918367346938,6.530612244897959,2.4489795918367347,3.061224489795918,11,14,1,10,3,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,40.0,-0.18999999999999773,473.5,17.310882896797725,94.8175,0.44464609800362975,0.0
2026-03-10,11:29:00,1.0,454.0,391.0,33.0,19.0,11.0,95.9,15.0,118021802.0,23.0,2026-03-10 11:29:00,454.0,454.0,86.12334801762115,7.268722466960352,4.185022026431718,2.4229074889867843,11,29,1,10,3,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-36.0,0.5,466.5,18.357559750685205,95.3175,0.41197822141560797,0.0
2026-03-10,11:44:00,1.0,514.0,448.0,30.0,22.0,14.0,95.86,15.0,118021802.0,23.0,2026-03-10 11:44:00,514.0,514.0,87.15953307392996,5.836575875486381,4.280155642023346,2.7237354085603114,11,44,1,10,3,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,60.0,-0.04000000000000625,477.0,30.528675044947125,95.6875,0.4664246823956443,0.0
2026-03-10,11:59:00,1.0,479.0,412.0,26.0,17.0,24.0,94.07,15.0,118021802.0,23.0,2026-03-10 11:59:00,479.0,479.0,86.0125260960334,5.427974947807933,3.549060542797495,5.010438413361169,11,59,1,10,3,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-35.0,-1.7900000000000063,484.25,24.904818810824086,95.30749999999999,0.43466424682395643,0.0
2026-03-10,12:14:00,1.0,533.0,465.0,36.0,20.0,12.0,95.51,15.0,118021802.0,23.0,2026-03-10 12:14:00,533.0,533.0,87.2420262664165,6.75422138836773,3.75234521575985,2.25140712945591,12,14,1,10,3,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,54.0,1.440000000000012,495.0,35.317606562921426,95.33500000000001,0.48366606170598914,0.0
2026-03-10,12:29:00,1.0,528.0,473.0,23.0,16.0,16.0,94.36,15.0,118021802.0,23.0,2026-03-10 12:29:00,528.0,528.0,89.58333333333334,4.356060606060606,3.0303030303030303,3.0303030303030303,12,29,1,10,3,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-5.0,-1.1500000000000057,513.5,24.365275838098853,94.95,0.4791288566243194,0.0
2026-03-10,12:44:00,1.0,511.0,448.0,30.0,23.0,10.0,95.35,15.0,118021802.0,23.0,2026-03-10 12:44:00,511.0,511.0,87.67123287671232,5.870841487279844,4.500978473581213,1.9569471624266144,12,44,1,10,3,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-17.0,0.9899999999999949,512.75,24.390913608691328,94.8225,0.46370235934664245,0.0
2026-03-10,12:59:00,1.0,516.0,457.0,40.0,10.0,9.0,98.02,15.0,118021802.0,23.0,2026-03-10 12:59:00,516.0,516.0,88.56589147286822,7.751937984496124,1.937984496124031,1.744186046511628,12,59,1,10,3,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,5.0,2.6700000000000017,522.0,10.230672835480755,95.81,0.46823956442831216,0.0
2026-03-10,13:14:00,1.0,521.0,466.0,26.0,13.0,16.0,94.16,15.0,118021802.0,23.0,2026-03-10 13:14:00,521.0,521.0,89.44337811900192,4.990403071017274,2.495201535508637,3.071017274472169,13,14,1,10,3,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5.0,-3.8599999999999994,519.0,7.2571803523575165,95.4725,0.4727767695099819,0.0
2026-03-10,13:29:00,1.0,482.0,410.0,36.0,18.0,18.0,93.86,15.0,118021802.0,23.0,2026-03-10 13:29:00,482.0,482.0,85.06224066390041,7.468879668049793,3.7344398340248963,3.7344398340248963,13,29,1,10,3,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-39.0,-0.29999999999999716,507.5,17.483325389257157,95.3475,0.43738656987295826,0.0
2026-03-10,13:44:00,1.0,468.0,413.0,28.0,21.0,6.0,95.93,15.0,118021802.0,23.0,2026-03-10 13:44:00,468.0,468.0,88.24786324786325,5.982905982905983,4.487179487179487,1.282051282051282,13,44,1,10,3,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-14.0,2.0700000000000074,496.75,25.83763405061134,95.49249999999999,0.4246823956442831,0.0
2026-03-10,13:59:00,1.0,545.0,481.0,29.0,20.0,15.0,96.81,15.0,118021802.0,23.0,2026-03-10 13:59:00,545.0,545.0,88.25688073394495,5.321100917431193,3.669724770642202,2.7522935779816518,13,59,1,10,3,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,77.0,0.8799999999999955,504.0,35.35533905932706,95.19,0.4945553539019964,0.0
2026-03-10,14:14:00,1.0,517.0,461.0,29.0,13.0,14.0,96.76,15.0,118021802.0,23.0,2026-03-10 14:14:00,517.0,517.0,89.16827852998065,5.609284332688588,2.5145067698259185,2.7079303675048356,14,14,1,10,3,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-28.0,-0.04999999999999716,503.0,34.76588366008613,95.84,0.4691470054446461,0.0
2026-03-10,14:29:00,1.0,580.0,526.0,28.0,13.0,13.0,95.76,15.0,118021802.0,23.0,2026-03-10 14:29:00,580.0,580.0,90.6896551724138,4.827586206896552,2.2413793103448274,2.2413793103448274,14,29,1,10,3,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,63.0,-1.0,527.5,47.303981509664105,96.31500000000001,0.5263157894736842,0.0
2026-03-10,14:44:00,1.0,602.0,532.0,40.0,22.0,8.0,95.98,15.0,118021802.0,23.0,2026-03-10 14:44:00,602.0,602.0,88.37209302325581,6.64451827242525,3.6544850498338874,1.3289036544850499,14,44,1,10,3,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,22.0,0.21999999999999886,561.0,37.56771663720473,96.32750000000001,0.5462794918330308,0.0
2026-03-10,14:59:00,1.0,634.0,572.0,41.0,10.0,11.0,95.81,15.0,118021802.0,23.0,2026-03-10 14:59:00,634.0,634.0,90.22082018927445,6.466876971608833,1.5772870662460567,1.7350157728706623,14,59,1,10,3,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,32.0,-0.1700000000000017,583.25,49.41912585224444,96.07750000000001,0.5753176043557169,0.0
2026-03-10,15:14:00,1.0,623.0,558.0,41.0,10.0,14.0,96.9,15.0,118021802.0,23.0,2026-03-10 15:14:00,623.0,623.0,89.56661316211878,6.5810593900481535,1.6051364365971106,2.247191011235955,15,14,1,10,3,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-11.0,1.0900000000000034,609.75,23.86594505426733,96.11250000000001,0.5653357531760436,0.0
2026-03-10,15:29:00,1.0,693.0,614.0,48.0,14.0,17.0,96.31,15.0,118021802.0,23.0,2026-03-10 15:29:00,693.0,693.0,88.60028860028861,6.926406926406926,2.0202020202020203,2.4531024531024532,15,29,1,10,3,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,70.0,-0.5900000000000034,638.0,38.99572626156156,96.25,0.6288566243194192,0.0
2026-03-10,15:44:00,1.0,740.0,666.0,51.0,7.0,16.0,95.19,15.0,118021802.0,23.0,2026-03-10 15:44:00,740.0,740.0,90.0,6.891891891891892,0.945945945945946,2.1621621621621623,15,44,1,10,3,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,47.0,-1.1200000000000045,672.5,54.494648055259894,96.0525,0.6715063520871143,222.0
2026-03-10,15:59:00,1.0,804.0,721.0,58.0,13.0,12.0,94.28,15.0,118021802.0,23.0,2026-03-10 15:59:00,804.0,804.0,89.6766169154229,7.213930348258707,1.616915422885572,1.4925373134328357,15,59,1,10,3,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,64.0,-0.9099999999999966,715.0,76.36316738672713,95.66999999999999,0.7295825771324864,241.2
2026-03-10,16:14:00,1.0,946.0,856.0,65.0,14.0,11.0,95.3,15.0,118021802.0,23.0,2026-03-10 16:14:00,946.0,946.0,90.48625792811839,6.871035940803383,1.4799154334038054,1.1627906976744187,16,14,1,10,3,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,142.0,1.019999999999996,795.75,110.01325677692958,95.27,0.8584392014519057,283.8
2026-03-10,16:29:00,1.0,988.0,908.0,57.0,17.0,6.0,83.45,15.0,118021802.0,23.0,2026-03-10 16:29:00,988.0,988.0,91.90283400809717,5.769230769230769,1.7206477732793521,0.6072874493927125,16,29,1,10,3,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,42.0,-11.849999999999994,869.5,116.84034691264247,92.055,0.896551724137931,296.4
2026-03-10,16:44:00,1.0,1010.0,922.0,66.0,10.0,12.0,75.97,15.0,118021802.0,23.0,2026-03-10 16:44:00,1010.0,1010.0,91.2871287128713,6.534653465346535,0.9900990099009901,1.188118811881188,16,44,1,10,3,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,22.0,-7.480000000000004,937.0,92.55628917943201,87.25,0.9165154264972777,303.0
2026-03-10,16:59:00,1.0,983.0,918.0,49.0,10.0,6.0,79.67,15.0,118021802.0,23.0,2026-03-10 16:59:00,983.0,983.0,93.38758901322483,4.984740590030519,1.017293997965412,0.6103763987792472,16,59,1,10,3,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-27.0,3.700000000000003,981.75,26.562818625539524,83.5975,0.8920145190562614,294.9
2026-03-10,17:14:00,1.0,1030.0,972.0,41.0,10.0,7.0,82.83,15.0,118021802.0,23.0,2026-03-10 17:14:00,1030.0,1030.0,94.36893203883496,3.9805825242718447,0.9708737864077669,0.6796116504854369,17,14,1,10,3,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,47.0,3.1599999999999966,1002.75,21.623675296612053,80.47999999999999,0.9346642468239564,309.0
2026-03-10,17:29:00,1.0,947.0,905.0,35.0,1.0,6.0,92.37,15.0,118021802.0,23.0,2026-03-10 17:29:00,947.0,947.0,95.5649419218585,3.695881731784583,0.10559662090813093,0.6335797254487857,17,29,1,10,3,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-83.0,9.540000000000006,992.5,35.930488446443036,82.71000000000001,0.8593466424682396,284.09999999999997
2026-03-10,17:44:00,1.0,965.0,913.0,42.0,3.0,7.0,93.87,15.0,118021802.0,23.0,2026-03-10 17:44:00,965.0,965.0,94.61139896373058,4.352331606217617,0.31088082901554404,0.7253886010362695,17,44,1,10,3,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,18.0,1.5,981.25,35.66861365402328,87.185,0.8756805807622504,289.5
2026-03-10,17:59:00,1.0,798.0,758.0,29.0,5.0,6.0,96.29,15.0,118021802.0,23.0,2026-03-10 17:59:00,798.0,798.0,94.9874686716792,3.634085213032581,0.6265664160401002,0.7518796992481203,17,59,1,10,3,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-167.0,2.4200000000000017,935.0,98.04420771604327,91.34,0.7241379310344828,0.0
2026-03-10,18:14:00,1.0,719.0,688.0,18.0,4.0,9.0,96.54,15.0,118021802.0,23.0,2026-03-10 18:14:00,719.0,719.0,95.6884561891516,2.5034770514603615,0.5563282336578581,1.2517385257301807,18,14,1,10,3,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-79.0,0.25,857.25,118.72762947182925,94.76750000000001,0.6524500907441017,0.0
2026-03-10,18:29:00,1.0,601.0,562.0,27.0,4.0,8.0,96.04,15.0,118021802.0,23.0,2026-03-10 18:29:00,601.0,601.0,93.5108153078203,4.492512479201332,0.6655574043261231,1.3311148086522462,18,29,1,10,3,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-118.0,-0.5,770.75,152.71842281357755,95.685,0.5453720508166969,0.0
2026-03-10,18:44:00,1.0,511.0,486.0,19.0,2.0,4.0,96.38,15.0,118021802.0,23.0,2026-03-10 18:44:00,511.0,511.0,95.10763209393346,3.7181996086105675,0.3913894324853229,0.7827788649706457,18,44,1,10,3,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-90.0,0.3399999999999892,657.25,126.72378098315504,96.3125,0.46370235934664245,0.0
2026-03-10,18:59:00,1.0,475.0,454.0,11.0,5.0,5.0,98.14,15.0,118021802.0,23.0,2026-03-10 18:59:00,475.0,475.0,95.57894736842105,2.3157894736842106,1.0526315789473684,1.0526315789473684,18,59,1,10,3,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-36.0,1.7600000000000051,576.5,108.77959367454902,96.775,0.43103448275862066,0.0
2026-03-10,19:14:00,1.0,442.0,422.0,15.0,3.0,2.0,98.51,15.0,118021802.0,23.0,2026-03-10 19:14:00,442.0,442.0,95.47511312217195,3.3936651583710407,0.6787330316742082,0.4524886877828055,19,14,1,10,3,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-33.0,0.37000000000000455,507.25,68.5583692921585,97.26750000000001,0.4010889292196007,0.0
2026-03-10,19:29:00,1.0,399.0,383.0,10.0,3.0,3.0,103.24,15.0,118021802.0,23.0,2026-03-10 19:29:00,399.0,399.0,95.98997493734336,2.506265664160401,0.7518796992481203,0.7518796992481203,19,29,1,10,3,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-43.0,4.72999999999999,456.75,47.71006183186083,99.0675,0.3620689655172414,0.0
2026-03-10,19:44:00,1.0,369.0,353.0,11.0,1.0,4.0,99.33,15.0,118021802.0,23.0,2026-03-10 19:44:00,369.0,369.0,95.6639566395664,2.9810298102981028,0.27100271002710025,1.084010840108401,19,44,1,10,3,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-30.0,-3.9099999999999966,421.25,46.707422679198615,99.805,0.33484573502722326,0.0
2026-03-10,19:59:00,1.0,297.0,286.0,6.0,2.0,3.0,98.01,15.0,118021802.0,23.0,2026-03-10 19:59:00,297.0,297.0,96.29629629629629,2.0202020202020203,0.6734006734006733,1.0101010101010102,19,59,1,10,3,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-72.0,-1.3199999999999932,376.75,61.02663352995955,99.77250000000001,0.2695099818511797,0.0
2026-03-10,20:14:00,1.0,292.0,278.0,8.0,3.0,3.0,96.66,15.0,118021802.0,23.0,2026-03-10 20:14:00,292.0,292.0,95.2054794520548,2.73972602739726,1.0273972602739725,1.0273972602739725,20,14,1,10,3,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-5.0,-1.3500000000000085,339.25,53.143673188818845,99.31,0.26497277676951,0.0
2026-03-10,20:29:00,1.0,250.0,239.0,5.0,4.0,2.0,100.38,15.0,118021802.0,23.0,2026-03-10 20:29:00,250.0,250.0,95.6,2.0,1.6,0.8,20,29,1,10,3,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-42.0,3.719999999999999,302.0,49.38960754382763,98.595,0.22686025408348456,0.0
2026-03-10,20:44:00,1.0,212.0,203.0,6.0,1.0,2.0,101.34,15.0,118021802.0,23.0,2026-03-10 20:44:00,212.0,212.0,95.75471698113208,2.8301886792452833,0.4716981132075472,0.9433962264150944,20,44,1,10,3,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-38.0,0.960000000000008,262.75,39.861217576319085,99.0975,0.19237749546279492,0.0
2026-03-10,20:59:00,1.0,181.0,173.0,4.0,1.0,3.0,102.54,15.0,118021802.0,23.0,2026-03-10 20:59:00,181.0,181.0,95.58011049723757,2.209944751381215,0.5524861878453038,1.6574585635359116,20,59,1,10,3,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-31.0,1.2000000000000028,233.75,48.00260409602778,100.23,0.16424682395644283,0.0
2026-03-10,21:14:00,1.0,166.0,160.0,4.0,1.0,1.0,100.09,15.0,118021802.0,23.0,2026-03-10 21:14:00,166.0,166.0,96.3855421686747,2.4096385542168677,0.6024096385542169,0.6024096385542169,21,14,1,10,3,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-15.0,-2.450000000000003,202.25,37.151715976519625,101.08749999999999,0.15063520871143377,0.0
2026-03-10,21:29:00,1.0,176.0,169.0,4.0,1.0,2.0,101.28,15.0,118021802.0,23.0,2026-03-10 21:29:00,176.0,176.0,96.02272727272727,2.272727272727273,0.5681818181818182,1.1363636363636365,21,29,1,10,3,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,10.0,1.1899999999999977,183.75,19.83893478323161,101.31250000000001,0.15970961887477314,0.0
2026-03-10,21:44:00,1.0,143.0,142.0,0.0,0.0,1.0,99.14,15.0,118021802.0,23.0,2026-03-10 21:44:00,143.0,143.0,99.3006993006993,0.0,0.0,0.6993006993006993,21,44,1,10,3,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-33.0,-2.1400000000000006,166.5,16.862186493255177,100.7625,0.1297640653357532,0.0
2026-03-10,21:59:00,1.0,118.0,113.0,1.0,0.0,4.0,99.51,15.0,118021802.0,23.0,2026-03-10 21:59:00,118.0,118.0,95.76271186440678,0.847457627118644,0.0,3.389830508474576,21,59,1,10,3,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-25.0,0.37000000000000455,150.75,25.837634050611467,100.005,0.10707803992740472,0.0
2026-03-10,22:14:00,1.0,158.0,150.0,3.0,3.0,2.0,101.99,15.0,118021802.0,23.0,2026-03-10 22:14:00,158.0,158.0,94.9367088607595,1.89873417721519,1.89873417721519,1.2658227848101267,22,14,1,10,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,40.0,2.4799999999999898,148.75,24.54078238361572,100.48,0.14337568058076225,0.0
2026-03-10,22:29:00,1.0,122.0,117.0,3.0,1.0,1.0,102.05,15.0,118021802.0,23.0,2026-03-10 22:29:00,122.0,122.0,95.90163934426229,2.459016393442623,0.819672131147541,0.819672131147541,22,29,1,10,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-36.0,0.060000000000002274,135.25,18.714967272212466,100.6725,0.11070780399274047,0.0
2026-03-10,22:44:00,1.0,83.0,74.0,7.0,1.0,1.0,99.88,15.0,118021802.0,23.0,2026-03-10 22:44:00,83.0,83.0,89.1566265060241,8.433734939759036,1.2048192771084338,1.2048192771084338,22,44,1,10,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-39.0,-2.1700000000000017,120.25,30.663496212923658,100.8575,0.07531760435571688,0.0
2026-03-10,22:59:00,1.0,63.0,61.0,2.0,0.0,0.0,102.49,15.0,118021802.0,23.0,2026-03-10 22:59:00,63.0,63.0,96.82539682539682,3.1746031746031744,0.0,0.0,22,59,1,10,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-20.0,2.6099999999999994,106.5,42.17819341792609,101.60249999999999,0.05716878402903811,0.0
2026-03-10,23:14:00,1.0,63.0,59.0,0.0,1.0,3.0,98.21,15.0,118021802.0,23.0,2026-03-10 23:14:00,63.0,63.0,93.65079365079364,0.0,1.5873015873015872,4.761904761904762,23,14,1,10,3,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.0,-4.280000000000001,82.75,27.81336609138342,100.6575,0.05716878402903811,0.0
2026-03-10,23:29:00,1.0,61.0,57.0,3.0,0.0,1.0,103.53,15.0,118021802.0,23.0,2026-03-10 23:29:00,61.0,61.0,93.44262295081968,4.918032786885246,0.0,1.639344262295082,23,29,1,10,3,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-2.0,5.320000000000007,67.5,10.37625494418147,101.02749999999999,0.05535390199637023,0.0
