timestamp,intersection_id,lane_id,vehicle_count,person_count,bicycle_count,car_count,motorcycle_count,bus_count,truck_count,queue_length,density
2026-08-14 02:30:14,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:14,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:14,Simpang 4,lane_2,6,2,0,4,2,0,0,0,18.181818
2026-08-14 02:30:14,Simpang 4,lane_1,4,2,0,0,4,0,0,0,12.121212
2026-08-14 02:30:14,Simpang 4,lane_3,4,3,0,2,2,0,0,0,11.764706
2026-08-14 02:30:16,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:30:16,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:18,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:18,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:19,Simpang 4,lane_2,6,2,0,4,2,0,0,0,18.181818
2026-08-14 02:30:19,Simpang 4,lane_1,4,2,0,0,4,0,0,0,12.121212
2026-08-14 02:30:19,Simpang 4,lane_3,5,3,0,3,2,0,0,0,14.705882
2026-08-14 02:30:22,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:30:22,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:23,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:23,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:24,Simpang 4,lane_2,5,2,0,3,2,0,0,0,15.151515
2026-08-14 02:30:24,Simpang 4,lane_1,2,1,0,0,2,0,0,0,6.060606
2026-08-14 02:30:24,Simpang 4,lane_3,4,2,0,1,3,0,0,0,11.764706
2026-08-14 02:30:27,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:30:27,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:30:28,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:28,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:28,Simpang 4,lane_2,5,2,0,3,2,0,0,0,15.151515
2026-08-14 02:30:28,Simpang 4,lane_1,3,1,0,0,3,0,0,0,9.090909
2026-08-14 02:30:28,Simpang 4,lane_3,6,3,0,1,5,0,0,0,17.647059
2026-08-14 02:30:32,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:30:32,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:30:33,Simpang 4,lane_2,5,2,0,3,2,0,0,0,15.151515
2026-08-14 02:30:33,Simpang 4,lane_1,3,1,0,0,3,0,0,0,9.090909
2026-08-14 02:30:33,Simpang 4,lane_3,6,2,0,2,4,0,0,0,17.647059
2026-08-14 02:30:33,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:33,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:37,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:30:37,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:30:37,Simpang 4,lane_2,5,2,0,3,2,0,0,0,15.151515
2026-08-14 02:30:37,Simpang 4,lane_1,1,1,0,0,1,0,0,0,3.030303
2026-08-14 02:30:37,Simpang 4,lane_3,2,3,0,1,1,0,0,0,5.882353
2026-08-14 02:30:38,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:38,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:42,Simpang 4,lane_1,2,2,0,0,2,0,0,0,6.060606
2026-08-14 02:30:42,Simpang 4,lane_2,4,1,0,3,1,0,0,0,12.121212
2026-08-14 02:30:42,Simpang 4,lane_3,4,2,0,2,2,0,0,0,11.764706
2026-08-14 02:30:42,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:30:42,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:30:43,Simpang 1,lane_2,4,0,0,3,1,0,0,0,12.121212
2026-08-14 02:30:43,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:47,Simpang 4,lane_1,3,3,0,0,3,0,0,0,9.090909
2026-08-14 02:30:47,Simpang 4,lane_2,4,1,0,3,1,0,0,0,12.121212
2026-08-14 02:30:47,Simpang 4,lane_3,6,3,0,2,3,0,1,0,17.647059
2026-08-14 02:30:47,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:48,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:48,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:51,Simpang 4,lane_1,3,2,0,0,3,0,0,0,9.090909
2026-08-14 02:30:51,Simpang 4,lane_2,4,1,0,3,1,0,0,0,12.121212
2026-08-14 02:30:51,Simpang 4,lane_3,6,4,0,2,3,0,1,0,17.647059
2026-08-14 02:30:52,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:53,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:53,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:56,Simpang 4,lane_2,5,1,0,3,2,0,0,0,15.151515
2026-08-14 02:30:56,Simpang 4,lane_1,2,2,0,0,2,0,0,0,6.060606
2026-08-14 02:30:56,Simpang 4,lane_3,3,2,0,1,2,0,0,0,8.823529
2026-08-14 02:30:57,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:30:58,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:30:58,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:01,Simpang 4,lane_2,6,1,0,3,3,0,0,0,18.181818
2026-08-14 02:31:01,Simpang 4,lane_1,4,2,0,0,4,0,0,0,12.121212
2026-08-14 02:31:01,Simpang 4,lane_3,3,2,0,1,2,0,0,0,8.823529
2026-08-14 02:31:01,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:01,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:01,Simpang 1,lane_2,3,1,0,3,0,0,0,0,9.090909
2026-08-14 02:31:01,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:04,Simpang 4,lane_2,6,2,0,3,3,0,0,0,18.181818
2026-08-14 02:31:04,Simpang 4,lane_1,2,2,0,0,2,0,0,0,6.060606
2026-08-14 02:31:04,Simpang 4,lane_3,6,2,0,3,3,0,0,0,17.647059
2026-08-14 02:31:05,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:05,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:06,Simpang 1,lane_2,3,1,0,3,0,0,0,0,9.090909
2026-08-14 02:31:06,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:07,Simpang 4,lane_2,6,3,0,3,3,0,0,0,18.181818
2026-08-14 02:31:07,Simpang 4,lane_1,2,3,0,0,2,0,0,0,6.060606
2026-08-14 02:31:07,Simpang 4,lane_3,4,1,0,3,1,0,0,0,11.764706
2026-08-14 02:31:09,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:31:09,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:10,Simpang 1,lane_2,3,1,0,3,0,0,0,0,9.090909
2026-08-14 02:31:10,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:12,Simpang 4,lane_2,6,3,0,3,3,0,0,0,18.181818
2026-08-14 02:31:12,Simpang 4,lane_1,2,3,0,0,2,0,0,0,6.060606
2026-08-14 02:31:12,Simpang 4,lane_3,5,1,0,4,1,0,0,0,14.705882
2026-08-14 02:31:14,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:31:14,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:15,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:15,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:16,Simpang 4,lane_2,6,2,0,3,3,0,0,0,18.181818
2026-08-14 02:31:16,Simpang 4,lane_3,4,3,0,3,1,0,0,0,11.764706
2026-08-14 02:31:16,Simpang 4,lane_1,1,1,0,0,1,0,0,0,3.030303
2026-08-14 02:31:19,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:31:19,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:20,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:20,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:21,Simpang 4,lane_2,7,3,0,4,3,0,0,0,21.212121
2026-08-14 02:31:21,Simpang 4,lane_3,4,3,0,3,1,0,0,0,11.764706
2026-08-14 02:31:21,Simpang 4,lane_1,1,2,0,0,1,0,0,0,3.030303
2026-08-14 02:31:25,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:25,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:26,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:26,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:26,Simpang 4,lane_2,7,3,0,4,3,0,0,0,21.212121
2026-08-14 02:31:26,Simpang 4,lane_3,4,3,0,3,1,0,0,0,11.764706
2026-08-14 02:31:26,Simpang 4,lane_1,0,2,0,0,0,0,0,0,0.0
2026-08-14 02:31:29,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:29,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:30,Simpang 4,lane_2,6,3,0,3,3,0,0,0,18.181818
2026-08-14 02:31:30,Simpang 4,lane_3,3,2,0,2,1,0,0,0,8.823529
2026-08-14 02:31:30,Simpang 4,lane_1,0,2,0,0,0,0,0,0,0.0
2026-08-14 02:31:31,Simpang 1,lane_2,3,1,0,3,0,0,0,0,9.090909
2026-08-14 02:31:31,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:34,Simpang 2,lane_2,1,0,0,1,0,0,0,0,3.030303
2026-08-14 02:31:35,Simpang 4,lane_2,6,3,0,3,3,0,0,0,18.181818
2026-08-14 02:31:35,Simpang 4,lane_3,4,2,0,3,1,0,0,0,11.764706
2026-08-14 02:31:35,Simpang 4,lane_1,0,2,0,0,0,0,0,0,0.0
2026-08-14 02:31:36,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:36,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:39,Simpang 4,lane_2,6,3,0,3,3,0,0,0,18.181818
2026-08-14 02:31:39,Simpang 4,lane_3,5,2,0,3,2,0,0,0,14.705882
2026-08-14 02:31:39,Simpang 4,lane_1,0,1,0,0,0,0,0,0,0.0
2026-08-14 02:31:39,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:31:40,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:40,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:44,Simpang 4,lane_2,7,3,0,4,3,0,0,0,21.212121
2026-08-14 02:31:44,Simpang 4,lane_3,4,3,0,1,3,0,0,0,11.764706
2026-08-14 02:31:44,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:31:45,Simpang 1,lane_2,3,1,0,3,0,0,0,0,9.090909
2026-08-14 02:31:45,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:48,Simpang 4,lane_2,7,3,0,4,3,0,0,0,21.212121
2026-08-14 02:31:48,Simpang 4,lane_3,4,2,0,2,2,0,0,0,11.764706
2026-08-14 02:31:48,Simpang 4,lane_1,0,1,0,0,0,0,0,0,0.0
2026-08-14 02:31:49,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:31:50,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:50,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:53,Simpang 4,lane_2,7,3,0,4,3,0,0,0,21.212121
2026-08-14 02:31:53,Simpang 4,lane_3,4,2,0,2,2,0,0,0,11.764706
2026-08-14 02:31:53,Simpang 4,lane_1,0,1,0,0,0,0,0,0,0.0
2026-08-14 02:31:54,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:31:55,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:31:55,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:31:57,Simpang 4,lane_2,8,4,0,4,4,0,0,0,24.242424
2026-08-14 02:31:57,Simpang 4,lane_3,2,2,0,1,1,0,0,0,5.882353
2026-08-14 02:31:57,Simpang 4,lane_1,0,1,0,0,0,0,0,0,0.0
2026-08-14 02:31:59,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:31:59,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:01,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:01,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:03,Simpang 4,lane_2,9,4,0,5,4,0,0,0,27.272727
2026-08-14 02:32:03,Simpang 4,lane_3,2,2,0,1,1,0,0,0,5.882353
2026-08-14 02:32:03,Simpang 4,lane_1,0,1,0,0,0,0,0,0,0.0
2026-08-14 02:32:05,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:05,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:07,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:07,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:09,Simpang 4,lane_2,6,3,0,4,2,0,0,0,18.181818
2026-08-14 02:32:09,Simpang 4,lane_3,3,2,0,2,1,0,0,0,8.823529
2026-08-14 02:32:09,Simpang 4,lane_1,1,1,0,0,1,0,0,0,3.030303
2026-08-14 02:32:10,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:10,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:12,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:12,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:13,Simpang 4,lane_2,7,3,0,4,2,0,1,0,21.212121
2026-08-14 02:32:13,Simpang 4,lane_1,1,1,0,0,1,0,0,0,3.030303
2026-08-14 02:32:13,Simpang 4,lane_3,3,2,0,2,1,0,0,0,8.823529
2026-08-14 02:32:15,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:15,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:16,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:16,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:17,Simpang 4,lane_2,7,2,0,4,2,0,1,0,21.212121
2026-08-14 02:32:17,Simpang 4,lane_1,0,2,0,0,0,0,0,0,0.0
2026-08-14 02:32:17,Simpang 4,lane_3,2,3,0,1,1,0,0,0,5.882353
2026-08-14 02:32:19,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:19,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:21,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:21,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:22,Simpang 4,lane_2,6,1,0,4,2,0,0,0,18.181818
2026-08-14 02:32:22,Simpang 4,lane_1,0,2,0,0,0,0,0,0,0.0
2026-08-14 02:32:22,Simpang 4,lane_3,3,2,0,2,1,0,0,0,8.823529
2026-08-14 02:32:25,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:25,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:32:27,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:27,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:27,Simpang 4,lane_2,6,1,0,4,2,0,0,0,18.181818
2026-08-14 02:32:27,Simpang 4,lane_1,1,2,0,0,1,0,0,0,3.030303
2026-08-14 02:32:27,Simpang 4,lane_3,2,1,0,1,1,0,0,0,5.882353
2026-08-14 02:32:31,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:31,Simpang 2,lane_3,2,0,0,1,1,0,0,0,5.882353
2026-08-14 02:32:33,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:33,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:33,Simpang 4,lane_2,7,1,0,5,2,0,0,0,21.212121
2026-08-14 02:32:33,Simpang 4,lane_1,1,3,0,0,1,0,0,0,3.030303
2026-08-14 02:32:33,Simpang 4,lane_3,3,2,0,1,2,0,0,0,8.823529
2026-08-14 02:32:35,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:35,Simpang 2,lane_3,1,0,0,0,1,0,0,0,2.941176
2026-08-14 02:32:36,Simpang 4,lane_2,7,1,0,5,2,0,0,0,21.212121
2026-08-14 02:32:36,Simpang 4,lane_3,2,2,0,0,2,0,0,0,5.882353
2026-08-14 02:32:36,Simpang 4,lane_1,1,3,0,0,1,0,0,0,3.030303
2026-08-14 02:32:37,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:37,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:40,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:40,Simpang 2,lane_3,1,0,0,0,1,0,0,0,2.941176
2026-08-14 02:32:40,Simpang 4,lane_1,2,3,0,1,1,0,0,0,6.060606
2026-08-14 02:32:40,Simpang 4,lane_2,6,1,0,4,2,0,0,0,18.181818
2026-08-14 02:32:40,Simpang 4,lane_3,3,2,0,0,3,0,0,0,8.823529
2026-08-14 02:32:41,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:41,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:45,Simpang 4,lane_1,2,2,0,1,1,0,0,0,6.060606
2026-08-14 02:32:45,Simpang 4,lane_2,6,1,0,4,2,0,0,0,18.181818
2026-08-14 02:32:45,Simpang 4,lane_3,2,2,0,1,1,0,0,0,5.882353
2026-08-14 02:32:45,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:45,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:46,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:46,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:49,Simpang 4,lane_1,2,0,0,1,0,0,1,0,6.060606
2026-08-14 02:32:49,Simpang 4,lane_2,6,1,0,4,2,0,0,0,18.181818
2026-08-14 02:32:49,Simpang 4,lane_3,1,3,0,0,1,0,0,0,2.941176
2026-08-14 02:32:49,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:49,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:51,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:51,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:54,Simpang 4,lane_1,2,0,0,1,0,0,1,0,6.060606
2026-08-14 02:32:54,Simpang 4,lane_2,7,1,0,4,3,0,0,0,21.212121
2026-08-14 02:32:54,Simpang 4,lane_3,2,3,0,0,2,0,0,0,5.882353
2026-08-14 02:32:55,Simpang 2,lane_2,2,0,0,1,1,0,0,0,6.060606
2026-08-14 02:32:55,Simpang 2,lane_3,1,0,0,1,0,0,0,0,2.941176
2026-08-14 02:32:56,Simpang 1,lane_2,3,0,0,3,0,0,0,0,9.090909
2026-08-14 02:32:56,Simpang 1,lane_3,1,0,0,1,0,0,0,0,2.941176
